id_beneficiaire,annee,region,code_region,province,milieu,genre,age,tranche_age,operateur,niveau_formation,heures_formation,formation_completee,score_evaluation_final
ALP503270,2020,Casablanca-Settat,CAS,Settat,Rural,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),81,1,80.0
ALP503271,2018,Drâa-Tafilalet,DRA,Tinghir,Urbain,Masculin,42,35-49,Entreprise,Niveau 1 (débutant),122,1,64.7
ALP503272,2022,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,32,25-34,ONG,Niveau 2 (intermédiaire),134,1,76.1
ALP503273,2018,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Féminin,47,35-49,Association partenaire,Niveau 1 (débutant),125,0,49.0
ALP503274,2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,44,35-49,ANLCA,Niveau 1 (débutant),48,0,69.5
ALP503275,2019,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,54,50-64,Mosquée,Niveau 1 (débutant),112,1,62.7
ALP503276,2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,27,25-34,Association partenaire,Niveau 2 (intermédiaire),165,1,55.5
ALP503277,2022,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,50,35-49,ONG,Niveau 1 (débutant),52,0,62.6
ALP503278,2016,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,19,15-24,ANLCA,Niveau 3 (avancé),84,1,64.0
ALP503279,2017,Fès-Meknès,FES,Ifrane,Rural,Féminin,61,50-64,ANLCA,Niveau 3 (avancé),117,0,59.1
ALP503280,2020,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Féminin,36,35-49,Association partenaire,Niveau 1 (débutant),138,1,54.7
ALP503281,2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,42,35-49,ANLCA,Niveau 2 (intermédiaire),55,1,81.9
ALP503282,2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),185,1,48.2
ALP503283,2021,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,60,50-64,ANLCA,Niveau 1 (débutant),73,0,71.4
ALP503284,2021,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,15,,Entreprise,Niveau 1 (débutant),87,1,52.4
ALP503285,2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Masculin,22,15-24,ONG,Niveau 3 (avancé),154,1,74.0
ALP503286,2020,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,58,50-64,Association partenaire,Niveau 2 (intermédiaire),119,1,57.4
ALP503287,2016,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,55,50-64,ONG,Niveau 1 (débutant),160,1,37.9
ALP503288,2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Féminin,29,25-34,Mosquée,Niveau 2 (intermédiaire),122,1,84.8
ALP503289,2023,Souss-Massa,SOU,Tiznit,Rural,Masculin,36,35-49,ANLCA,Niveau 2 (intermédiaire),139,1,55.6
ALP503290,2021,Souss-Massa,SOU,Tiznit,Rural,Féminin,35,25-34,Mosquée,Niveau 2 (intermédiaire),189,0,93.9
ALP503291,2019,Oriental,ORI,Driouch,Rural,Masculin,49,35-49,Mosquée,Niveau 2 (intermédiaire),106,0,83.7
ALP503292,2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,63,50-64,ANLCA,Niveau 1 (débutant),90,1,32.2
ALP503293,2017,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,44,35-49,Entreprise,Niveau 3 (avancé),153,0,72.5
ALP503294,2023,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,43,35-49,Association partenaire,Niveau 2 (intermédiaire),177,1,63.5
ALP503295,2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,62,50-64,ONG,Niveau 1 (débutant),109,1,100.0
ALP503296,2018,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,17,15-24,ANLCA,Niveau 2 (intermédiaire),172,0,47.5
ALP503297,2015,Casablanca-Settat,CAS,Mohammadia,Rural,Masculin,20,15-24,Association partenaire,Niveau 3 (avancé),164,1,67.7
ALP503298,2022,Souss-Massa,SOU,Tata,Rural,Féminin,44,35-49,ANLCA,Niveau 3 (avancé),128,1,49.3
ALP503299,2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,27,25-34,Association partenaire,Niveau 1 (débutant),154,0,43.1
ALP503300,2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Féminin,16,15-24,ANLCA,Niveau 2 (intermédiaire),89,1,73.8
ALP503301,2022,Oriental,ORI,Driouch,Rural,Masculin,57,50-64,Entreprise,Niveau 2 (intermédiaire),138,1,93.7
ALP503302,2020,Drâa-Tafilalet,DRA,Errachidia,Rural,Masculin,34,25-34,ANLCA,Niveau 1 (débutant),169,1,93.2
ALP503303,2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,57,50-64,Entreprise,Niveau 2 (intermédiaire),122,1,91.1
ALP503304,2015,Souss-Massa,SOU,Tata,Urbain,Féminin,59,50-64,ONG,Niveau 2 (intermédiaire),137,0,91.7
ALP503305,2020,Fès-Meknès,FES,Boulemane,Rural,Masculin,19,15-24,Association partenaire,Niveau 3 (avancé),185,1,79.3
ALP503306,2015,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,25,15-24,ONG,Niveau 1 (débutant),120,1,52.0
ALP503307,2015,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,29,25-34,Entreprise,Niveau 1 (débutant),103,0,64.6
ALP503308,2015,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Masculin,62,50-64,Mosquée,Niveau 1 (débutant),145,1,58.7
ALP503309,2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,27,25-34,ANLCA,Niveau 1 (débutant),99,1,50.6
ALP503310,2021,Fès-Meknès,FES,Fès,Rural,Féminin,29,25-34,Mosquée,Niveau 3 (avancé),195,1,58.1
ALP503311,2021,Casablanca-Settat,CAS,El Jadida,Rural,Masculin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),179,0,100.0
ALP503312,2023,Oriental,ORI,Oujda-Angad,Rural,Féminin,26,25-34,Association partenaire,Niveau 2 (intermédiaire),190,1,63.4
ALP503313,2020,Marrakech-Safi,MAR,Marrakech,Rural,Féminin,37,35-49,Mosquée,Niveau 1 (débutant),182,1,77.5
ALP503314,2023,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,25,15-24,Mosquée,Niveau 2 (intermédiaire),59,1,95.3
ALP503315,2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,32,25-34,Association partenaire,Niveau 1 (débutant),102,0,59.6
ALP503316,2021,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,30,25-34,ANLCA,Niveau 1 (débutant),168,1,33.3
ALP503317,2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Féminin,60,50-64,Association partenaire,Niveau 3 (avancé),192,1,76.4
ALP503318,2023,Oriental,ORI,Oujda-Angad,Rural,Masculin,46,35-49,ANLCA,Niveau 1 (débutant),120,1,80.6
ALP503319,2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,20,15-24,Association partenaire,Niveau 1 (débutant),172,0,98.5
ALP503320,2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,26,25-34,ANLCA,Niveau 1 (débutant),114,1,33.6
ALP503321,2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,37,35-49,ONG,Niveau 3 (avancé),57,1,58.0
ALP503322,2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Féminin,52,50-64,Entreprise,Niveau 1 (débutant),136,0,55.2
ALP503323,2019,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Masculin,27,25-34,Mosquée,Niveau 3 (avancé),78,1,76.9
ALP503324,2018,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,42,35-49,Association partenaire,Niveau 1 (débutant),51,1,52.2
ALP503325,2016,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,55,50-64,Mosquée,Niveau 2 (intermédiaire),79,1,87.3
ALP503326,2016,Fès-Meknès,FES,Taza,Rural,Féminin,42,35-49,Association partenaire,Niveau 2 (intermédiaire),88,0,83.2
ALP503327,2019,Oriental,ORI,Oujda-Angad,Rural,Masculin,38,35-49,Mosquée,Niveau 2 (intermédiaire),144,1,59.1
ALP503328,2018,Oriental,ORI,Taourirt,Rural,Féminin,22,15-24,Entreprise,Niveau 1 (débutant),70,1,77.7
ALP503329,2020,Laâyoune-Sakia El Hamra,LAA,Laâyoune,Urbain,Féminin,45,35-49,ANLCA,Niveau 1 (débutant),87,1,72.9
ALP503330,2023,Fès-Meknès,FES,Taza,Rural,Féminin,63,50-64,ANLCA,Niveau 2 (intermédiaire),182,1,39.1
ALP503331,2019,Fès-Meknès,FES,Meknès,Rural,Féminin,49,35-49,ANLCA,Niveau 2 (intermédiaire),117,1,66.0
ALP503332,2018,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Féminin,54,50-64,Association partenaire,Niveau 3 (avancé),67,0,66.2
ALP503333,2021,Souss-Massa,SOU,Tata,Rural,Féminin,35,25-34,Association partenaire,Niveau 2 (intermédiaire),89,1,100.0
ALP503334,2021,Fès-Meknès,FES,Séfrou,Rural,Féminin,40,35-49,ONG,Niveau 1 (débutant),130,1,64.0
ALP503335,2021,Marrakech-Safi,MAR,Marrakech,Urbain,Féminin,46,35-49,ONG,Niveau 1 (débutant),178,0,56.2
ALP503336,2020,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,24,15-24,Entreprise,Niveau 3 (avancé),74,1,62.7
ALP503337,2020,Souss-Massa,SOU,Tiznit,Urbain,Féminin,51,50-64,Association partenaire,Niveau 2 (intermédiaire),81,1,82.8
ALP503338,2021,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,54,50-64,ANLCA,Niveau 2 (intermédiaire),72,0,71.6
ALP503339,2023,Marrakech-Safi,MAR,Safi,Rural,Masculin,44,35-49,ANLCA,Niveau 3 (avancé),64,1,41.0
ALP503340,2021,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,52,50-64,ANLCA,Niveau 1 (débutant),187,0,74.3
ALP503341,2022,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,37,35-49,Association partenaire,Niveau 3 (avancé),87,1,72.1
ALP503342,2020,Fès-Meknès,FES,Taza,Rural,Féminin,39,35-49,Association partenaire,Niveau 2 (intermédiaire),45,1,63.8
ALP503343,2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Féminin,39,35-49,Association partenaire,Niveau 1 (débutant),136,0,45.6
ALP503344,2021,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,47,35-49,Mosquée,Niveau 2 (intermédiaire),126,1,65.2
ALP503345,2016,Drâa-Tafilalet,DRA,Midelt,Urbain,Féminin,24,15-24,Mosquée,Niveau 3 (avancé),80,1,74.4
ALP503346,2021,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,64,50-64,Association partenaire,Niveau 1 (débutant),45,1,78.5
ALP503347,2022,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,47,35-49,Association partenaire,Niveau 2 (intermédiaire),162,1,29.0
ALP503348,2016,Souss-Massa,SOU,Taroudannt,Rural,Masculin,64,50-64,Association partenaire,Niveau 2 (intermédiaire),101,1,96.4
ALP503349,2021,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,36,35-49,ONG,Niveau 2 (intermédiaire),144,0,63.4
ALP503350,2016,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,40,35-49,Entreprise,Niveau 1 (débutant),128,1,50.8
ALP503351,2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),93,0,73.3
ALP503352,2016,Marrakech-Safi,MAR,Safi,Rural,Féminin,36,35-49,Entreprise,Niveau 2 (intermédiaire),193,1,89.1
ALP503353,2020,Oriental,ORI,Taourirt,Rural,Féminin,34,25-34,ONG,Niveau 1 (débutant),70,1,74.1
ALP503354,2015,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,45,35-49,ONG,Niveau 2 (intermédiaire),83,1,84.6
ALP503355,2019,Marrakech-Safi,MAR,Youssoufia,Urbain,Féminin,17,15-24,ONG,Niveau 3 (avancé),123,1,45.2
ALP503356,2022,Oriental,ORI,Guercif,Urbain,Féminin,41,35-49,Entreprise,Niveau 1 (débutant),99,1,43.2
ALP503357,2023,Souss-Massa,SOU,Taroudannt,Rural,Masculin,44,35-49,Mosquée,Niveau 3 (avancé),178,1,67.8
ALP503358,2017,Marrakech-Safi,MAR,Essaouira,Rural,Masculin,51,50-64,Entreprise,Niveau 2 (intermédiaire),114,1,36.5
ALP503359,2020,Fès-Meknès,FES,Taounate,Rural,Féminin,56,50-64,ONG,Niveau 1 (débutant),112,1,71.2
ALP503360,2021,Fès-Meknès,FES,El Hajeb,Urbain,Féminin,44,35-49,Association partenaire,Niveau 3 (avancé),76,0,60.2
ALP503361,2017,Fès-Meknès,FES,Meknès,Urbain,Féminin,26,25-34,Association partenaire,Niveau 2 (intermédiaire),98,1,84.0
ALP503362,2015,Laâyoune-Sakia El Hamra,LAA,Es-Semara,Urbain,Féminin,41,35-49,Association partenaire,Niveau 1 (débutant),71,0,54.3
ALP503363,2022,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,39,35-49,Mosquée,Niveau 3 (avancé),193,0,72.7
ALP503364,2017,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,31,25-34,ANLCA,Niveau 3 (avancé),48,1,79.1
ALP503365,2022,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,63,50-64,ONG,Niveau 2 (intermédiaire),114,1,74.2
ALP503366,2019,Oriental,ORI,Berkane,Urbain,Féminin,23,15-24,Mosquée,Niveau 3 (avancé),174,1,100.0
ALP503367,2020,Drâa-Tafilalet,DRA,Zagora,Rural,Masculin,31,25-34,ANLCA,Niveau 2 (intermédiaire),42,1,72.7
ALP503368,2018,Fès-Meknès,FES,El Hajeb,Rural,Masculin,17,15-24,Association partenaire,Niveau 2 (intermédiaire),197,0,59.3
ALP503369,2017,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,64,50-64,ONG,Niveau 1 (débutant),163,1,93.3
ALP503370,2022,Oriental,ORI,Berkane,Urbain,Féminin,37,35-49,Association partenaire,Niveau 1 (débutant),94,1,46.9
ALP503371,2023,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,35,25-34,ANLCA,Niveau 1 (débutant),49,1,75.7
ALP503372,2020,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,32,25-34,Mosquée,Niveau 3 (avancé),127,0,79.2
ALP503373,2016,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,18,15-24,ANLCA,Niveau 3 (avancé),43,0,51.6
ALP503374,2019,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),172,1,46.4
ALP503375,2016,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,26,25-34,ANLCA,Niveau 1 (débutant),124,1,75.7
ALP503376,2021,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,52,50-64,Entreprise,Niveau 2 (intermédiaire),143,0,34.5
ALP503377,2021,Fès-Meknès,FES,Taza,Urbain,Féminin,55,50-64,ONG,Niveau 1 (débutant),176,1,30.0
ALP503378,2019,Drâa-Tafilalet,DRA,Midelt,Urbain,Masculin,35,25-34,Mosquée,Niveau 3 (avancé),133,1,61.4
ALP503379,2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,22,15-24,Mosquée,Niveau 2 (intermédiaire),115,1,59.2
ALP503380,2016,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,49,35-49,ANLCA,Niveau 1 (débutant),62,1,69.6
ALP503381,2018,Marrakech-Safi,MAR,Marrakech,Rural,Masculin,26,25-34,Entreprise,Niveau 2 (intermédiaire),163,0,51.4
ALP503382,2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Féminin,64,50-64,ONG,Niveau 2 (intermédiaire),70,1,33.8
ALP503383,2022,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,21,15-24,Mosquée,Niveau 2 (intermédiaire),90,1,49.5
ALP503384,2016,Oriental,ORI,Guercif,Rural,Féminin,53,50-64,ANLCA,Niveau 1 (débutant),162,1,39.3
ALP503385,2016,Marrakech-Safi,MAR,Essaouira,Rural,Féminin,40,35-49,Association partenaire,Niveau 3 (avancé),86,0,79.0
ALP503386,2022,Marrakech-Safi,MAR,Safi,Rural,Féminin,47,35-49,ANLCA,Niveau 1 (débutant),46,1,61.3
ALP503387,2018,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,22,15-24,ANLCA,Niveau 3 (avancé),49,1,89.8
ALP503388,2018,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Féminin,15,,ANLCA,Niveau 3 (avancé),148,1,57.3
ALP503389,2022,Fès-Meknès,FES,Taza,Rural,Féminin,31,25-34,ANLCA,Niveau 1 (débutant),60,0,47.5
ALP503390,2020,Souss-Massa,SOU,Tata,Rural,Masculin,33,25-34,Association partenaire,Niveau 1 (débutant),121,1,72.7
ALP503391,2023,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,58,50-64,ANLCA,Niveau 1 (débutant),42,0,59.5
ALP503392,2018,Oriental,ORI,Figuig,Rural,Féminin,16,15-24,Entreprise,Niveau 3 (avancé),199,0,71.1
ALP503393,2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,48,35-49,Association partenaire,Niveau 2 (intermédiaire),99,1,46.9
ALP503394,2022,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Masculin,48,35-49,ANLCA,Niveau 1 (débutant),180,1,62.7
ALP503395,2019,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,16,15-24,Association partenaire,Niveau 2 (intermédiaire),126,1,67.2
ALP503396,2018,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,42,35-49,Entreprise,Niveau 1 (débutant),167,1,45.6
ALP503397,2017,Dakhla-Oued Eddahab,DAK,Dakhla,Rural,Féminin,18,15-24,Entreprise,Niveau 2 (intermédiaire),154,1,63.1
ALP503398,2022,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Féminin,32,25-34,Association partenaire,Niveau 3 (avancé),98,0,74.9
ALP503399,2021,Fès-Meknès,FES,Meknès,Rural,Féminin,41,35-49,Association partenaire,Niveau 3 (avancé),126,1,60.3
ALP503400,2022,Casablanca-Settat,CAS,Settat,Rural,Masculin,51,50-64,ANLCA,Niveau 2 (intermédiaire),148,1,72.8
ALP503401,2017,Marrakech-Safi,MAR,Safi,Urbain,Féminin,48,35-49,Association partenaire,Niveau 1 (débutant),154,1,46.0
ALP503402,2023,Fès-Meknès,FES,El Hajeb,Rural,Féminin,51,50-64,ONG,Niveau 2 (intermédiaire),186,1,81.4
ALP503403,2016,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,25,15-24,Association partenaire,Niveau 1 (débutant),120,1,67.9
ALP503404,2017,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Masculin,19,15-24,Association partenaire,Niveau 3 (avancé),182,1,64.2
ALP503405,2019,Marrakech-Safi,MAR,Safi,Rural,Féminin,46,35-49,ANLCA,Niveau 2 (intermédiaire),121,1,72.4
ALP503406,2016,Rabat-Salé-Kénitra,RAB,Salé,Rural,Féminin,22,15-24,ANLCA,Niveau 2 (intermédiaire),134,0,62.0
ALP503407,2015,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Féminin,63,50-64,ANLCA,Niveau 1 (débutant),127,0,48.1
ALP503408,2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Féminin,58,50-64,ANLCA,Niveau 2 (intermédiaire),40,1,88.3
ALP503409,2019,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,46,35-49,ANLCA,Niveau 3 (avancé),99,1,81.2
ALP503410,2023,Fès-Meknès,FES,Taounate,Urbain,Masculin,57,50-64,Entreprise,Niveau 1 (débutant),40,1,51.9
ALP503411,2018,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,15,,Mosquée,Niveau 3 (avancé),123,1,83.8
ALP503412,2022,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,39,35-49,ANLCA,Niveau 3 (avancé),40,0,32.2
ALP503413,2022,Oriental,ORI,Guercif,Urbain,Féminin,36,35-49,Association partenaire,Niveau 2 (intermédiaire),114,0,67.4
ALP503414,2018,Fès-Meknès,FES,Taza,Urbain,Féminin,45,35-49,Association partenaire,Niveau 1 (débutant),176,0,87.8
ALP503415,2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,53,50-64,ONG,Niveau 2 (intermédiaire),60,1,73.4
ALP503416,2018,Oriental,ORI,Nador,Urbain,Masculin,60,50-64,Mosquée,Niveau 2 (intermédiaire),164,0,69.1
ALP503417,2017,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,41,35-49,ANLCA,Niveau 1 (débutant),75,0,67.2
ALP503418,2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,40,35-49,ONG,Niveau 3 (avancé),117,1,22.4
ALP503419,2022,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,54,50-64,ANLCA,Niveau 3 (avancé),194,1,71.2
ALP503420,2020,Drâa-Tafilalet,DRA,Tinghir,Rural,Masculin,21,15-24,Association partenaire,Niveau 3 (avancé),176,1,42.6
ALP503421,2017,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,58,50-64,ONG,Niveau 3 (avancé),145,1,71.9
ALP503422,2015,Souss-Massa,SOU,Tata,Rural,Masculin,17,15-24,Entreprise,Niveau 1 (débutant),75,1,58.7
ALP503423,2020,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,23,15-24,Association partenaire,Niveau 1 (débutant),55,1,76.8
ALP503424,2017,Oriental,ORI,Guercif,Urbain,Féminin,40,35-49,Association partenaire,Niveau 3 (avancé),181,1,62.4
ALP503425,2023,Drâa-Tafilalet,DRA,Tinghir,Rural,Féminin,54,50-64,Association partenaire,Niveau 3 (avancé),122,1,74.4
ALP503426,2018,Souss-Massa,SOU,Taroudannt,Rural,Féminin,64,50-64,Association partenaire,Niveau 2 (intermédiaire),153,1,65.9
ALP503427,2019,Souss-Massa,SOU,Tiznit,Rural,Féminin,60,50-64,Entreprise,Niveau 2 (intermédiaire),97,1,77.4
ALP503428,2022,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Féminin,33,25-34,Association partenaire,Niveau 2 (intermédiaire),157,1,69.8
ALP503429,2017,Oriental,ORI,Driouch,Rural,Masculin,46,35-49,ONG,Niveau 2 (intermédiaire),87,0,65.9
ALP503430,2021,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,19,15-24,Entreprise,Niveau 1 (débutant),61,1,72.0
ALP503431,2015,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Féminin,19,15-24,ANLCA,Niveau 2 (intermédiaire),161,0,27.8
ALP503432,2021,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Féminin,26,25-34,ANLCA,Niveau 3 (avancé),57,0,71.7
ALP503433,2019,Souss-Massa,SOU,Tiznit,Urbain,Masculin,62,50-64,ONG,Niveau 1 (débutant),67,1,49.5
ALP503434,2017,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,64,50-64,ONG,Niveau 1 (débutant),87,1,98.2
ALP503435,2021,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Féminin,31,25-34,ONG,Niveau 1 (débutant),136,1,52.5
ALP503436,2023,Guelmim-Oued Noun,GUE,Guelmim,Urbain,Féminin,40,35-49,Entreprise,Niveau 3 (avancé),135,1,83.4
ALP503437,2015,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,61,50-64,Entreprise,Niveau 3 (avancé),68,0,41.6
ALP503438,2022,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Masculin,39,35-49,Association partenaire,Niveau 2 (intermédiaire),171,0,53.6
ALP503439,2017,Fès-Meknès,FES,Moulay Yacoub,Rural,Féminin,34,25-34,Association partenaire,Niveau 1 (débutant),130,1,94.1
ALP503440,2016,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,52,50-64,Association partenaire,Niveau 3 (avancé),100,0,56.9
ALP503441,2015,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Féminin,29,25-34,Association partenaire,Niveau 2 (intermédiaire),82,1,68.7
ALP503442,2021,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Masculin,24,15-24,Association partenaire,Niveau 2 (intermédiaire),196,0,70.0
ALP503443,2015,Marrakech-Safi,MAR,Essaouira,Urbain,Féminin,44,35-49,ANLCA,Niveau 1 (débutant),52,1,53.4
ALP503444,2023,Casablanca-Settat,CAS,Settat,Rural,Féminin,57,50-64,ANLCA,Niveau 2 (intermédiaire),141,0,66.1
ALP503445,2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,21,15-24,Association partenaire,Niveau 1 (débutant),183,1,50.4
ALP503446,2017,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,32,25-34,ANLCA,Niveau 1 (débutant),72,0,34.8
ALP503447,2021,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,32,25-34,Association partenaire,Niveau 2 (intermédiaire),161,1,52.6
ALP503448,2023,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,29,25-34,ANLCA,Niveau 2 (intermédiaire),169,0,33.4
ALP503449,2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,58,50-64,ONG,Niveau 2 (intermédiaire),160,1,66.6
ALP503450,2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,43,35-49,Association partenaire,Niveau 1 (débutant),42,1,81.6
ALP503451,2017,Fès-Meknès,FES,Meknès,Rural,Masculin,25,15-24,ONG,Niveau 3 (avancé),149,1,70.0
ALP503452,2015,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,20,15-24,Entreprise,Niveau 2 (intermédiaire),130,1,66.7
ALP503453,2016,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,51,50-64,ANLCA,Niveau 2 (intermédiaire),177,1,100.0
ALP503454,2021,Marrakech-Safi,MAR,Safi,Rural,Féminin,43,35-49,ONG,Niveau 1 (débutant),99,1,65.5
ALP503455,2023,Dakhla-Oued Eddahab,DAK,Dakhla,Rural,Féminin,34,25-34,Association partenaire,Niveau 2 (intermédiaire),103,1,68.3
ALP503456,2021,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Masculin,32,25-34,Mosquée,Niveau 1 (débutant),56,0,64.0
ALP503457,2015,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,58,50-64,Association partenaire,Niveau 3 (avancé),52,0,68.7
ALP503458,2016,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,33,25-34,Association partenaire,Niveau 1 (débutant),172,1,19.3
