id_beneficiaire,annee_scolaire,region,code_region,milieu,genre,cycle,type_aide,montant_aide_mad,organisme_financeur
AS605240,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Transport scolaire,1458,INDH
AS605241,2017-2018,Souss-Massa,SOU,Rural,Féminin,Primaire,Cartable,154,Collectivité locale
AS605242,2018-2019,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Restauration scolaire,1541,MEN
AS605243,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Qualifiant,Restauration scolaire,1811,ONG
AS605244,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Uniforme,273,MEN
AS605245,2022-2023,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Restauration scolaire,1979,MEN
AS605246,2017-2018,Souss-Massa,SOU,Urbain,Masculin,Primaire,Restauration scolaire,1567,INDH
AS605247,2015-2016,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1900,MEN
AS605248,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Restauration scolaire,2106,Collectivité locale
AS605249,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,158,MEN
AS605250,2016-2017,Fès-Meknès,FES,Rural,Masculin,Collégial,Restauration scolaire,1831,INDH
AS605251,2022-2023,Oriental,ORI,Rural,Masculin,Qualifiant,Fournitures,191,ONG
AS605252,2021-2022,Fès-Meknès,FES,Urbain,Masculin,Primaire,Uniforme,297,Collectivité locale
AS605253,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Internat,3717,Don privé
AS605254,2017-2018,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Collégial,Internat,3787,INDH
AS605255,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Internat,3584,MEN
AS605256,2020-2021,Souss-Massa,SOU,Urbain,Féminin,Primaire,Cartable,153,MEN
AS605257,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Transport scolaire,1440,MEN
AS605258,2020-2021,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Restauration scolaire,1723,Collectivité locale
AS605259,2016-2017,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Uniforme,291,MEN
AS605260,2016-2017,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,156,MEN
AS605261,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Internat,3703,INDH
AS605262,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Transport scolaire,1034,ONG
AS605263,2017-2018,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Collégial,Internat,3128,MEN
AS605264,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Uniforme,285,MEN
AS605265,2023-2024,Souss-Massa,SOU,Urbain,Féminin,Collégial,Restauration scolaire,2073,INDH
AS605266,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Masculin,Collégial,Fournitures,203,MEN
AS605267,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Restauration scolaire,1634,ONG
AS605268,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Cartable,202,MEN
AS605269,2021-2022,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,152,INDH
AS605270,2017-2018,Drâa-Tafilalet,DRA,Rural,Féminin,Qualifiant,Transport scolaire,1273,MEN
AS605271,2022-2023,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,167,INDH
AS605272,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Fournitures,205,ONG
AS605273,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Transport scolaire,954,MEN
AS605274,2019-2020,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,170,INDH
AS605275,2016-2017,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Internat,3527,MEN
AS605276,2018-2019,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Internat,3435,INDH
AS605277,2023-2024,Souss-Massa,SOU,Rural,Féminin,Primaire,Cartable,138,MEN
AS605278,2016-2017,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Cartable,137,Don privé
AS605279,2021-2022,Souss-Massa,SOU,Urbain,Masculin,Qualifiant,Cartable,151,Collectivité locale
AS605280,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Transport scolaire,1152,INDH
AS605281,2019-2020,Oriental,ORI,Rural,Féminin,Primaire,Cartable,150,MEN
AS605282,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Fournitures,191,MEN
AS605283,2020-2021,Fès-Meknès,FES,Rural,Féminin,Primaire,Uniforme,287,MEN
AS605284,2017-2018,Oriental,ORI,Rural,Féminin,Primaire,Fournitures,216,MEN
AS605285,2019-2020,Drâa-Tafilalet,DRA,Urbain,Masculin,Qualifiant,Transport scolaire,997,MEN
AS605286,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Fournitures,209,MEN
AS605287,2015-2016,Souss-Massa,SOU,Urbain,Masculin,Primaire,Transport scolaire,1109,INDH
AS605288,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Restauration scolaire,1895,ONG
AS605289,2015-2016,Béni Mellal-Khénifra,BMK,Rural,Féminin,Qualifiant,Cartable,131,Collectivité locale
AS605290,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Cartable,143,Collectivité locale
AS605291,2018-2019,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Restauration scolaire,1855,MEN
AS605292,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Restauration scolaire,1647,ONG
AS605293,2022-2023,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1586,ONG
AS605294,2021-2022,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Cartable,176,INDH
AS605295,2018-2019,Souss-Massa,SOU,Urbain,Masculin,Qualifiant,Internat,3467,ONG
AS605296,2019-2020,Souss-Massa,SOU,Urbain,Masculin,Collégial,Fournitures,212,MEN
AS605297,2017-2018,Béni Mellal-Khénifra,BMK,Urbain,Masculin,Qualifiant,Cartable,131,INDH
AS605298,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Uniforme,290,MEN
AS605299,2017-2018,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Fournitures,159,Don privé
AS605300,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Collégial,Cartable,189,MEN
AS605301,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Cartable,160,Don privé
AS605302,2016-2017,Fès-Meknès,FES,Rural,Masculin,Primaire,Restauration scolaire,1818,MEN
AS605303,2016-2017,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Transport scolaire,1254,MEN
AS605304,2020-2021,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Transport scolaire,1207,MEN
AS605305,2018-2019,Drâa-Tafilalet,DRA,Urbain,Masculin,Primaire,Internat,3223,Collectivité locale
AS605306,2018-2019,Oriental,ORI,Rural,Féminin,Primaire,Cartable,138,MEN
AS605307,2017-2018,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Internat,3443,Collectivité locale
AS605308,2021-2022,Drâa-Tafilalet,DRA,Rural,Féminin,Qualifiant,Uniforme,235,INDH
AS605309,2017-2018,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Restauration scolaire,1782,MEN
AS605310,2015-2016,Drâa-Tafilalet,DRA,Urbain,Féminin,Primaire,Cartable,175,Collectivité locale
AS605311,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Qualifiant,Uniforme,243,INDH
AS605312,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,167,INDH
AS605313,2020-2021,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Restauration scolaire,1656,Collectivité locale
AS605314,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Cartable,142,INDH
AS605315,2020-2021,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Internat,3159,INDH
AS605316,2018-2019,Fès-Meknès,FES,Rural,Masculin,Primaire,Internat,3449,MEN
AS605317,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Collégial,Internat,3895,Collectivité locale
AS605318,2022-2023,Drâa-Tafilalet,DRA,Rural,Féminin,Collégial,Transport scolaire,1283,INDH
AS605319,2017-2018,Souss-Massa,SOU,Urbain,Féminin,Qualifiant,Restauration scolaire,1815,MEN
AS605320,2016-2017,Oriental,ORI,Rural,Féminin,Primaire,Cartable,178,Collectivité locale
AS605321,2021-2022,Fès-Meknès,FES,Urbain,Masculin,Primaire,Uniforme,302,MEN
AS605322,2020-2021,Oriental,ORI,Urbain,Féminin,Primaire,Internat,3790,MEN
AS605323,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Restauration scolaire,1569,Collectivité locale
AS605324,2022-2023,Fès-Meknès,FES,Rural,Masculin,Collégial,Internat,3535,ONG
AS605325,2023-2024,Oriental,ORI,Urbain,Féminin,Primaire,Uniforme,258,MEN
AS605326,2015-2016,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,153,INDH
AS605327,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,147,Collectivité locale
AS605328,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Restauration scolaire,1745,MEN
AS605329,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Internat,3607,MEN
AS605330,2018-2019,Marrakech-Safi,MAR,Rural,Féminin,Qualifiant,Cartable,174,ONG
AS605331,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Qualifiant,Internat,3954,Don privé
AS605332,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Uniforme,268,INDH
AS605333,2021-2022,Souss-Massa,SOU,Urbain,Masculin,Qualifiant,Cartable,169,MEN
AS605334,2022-2023,Fès-Meknès,FES,Urbain,Féminin,Collégial,Internat,3281,MEN
AS605335,2023-2024,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,178,MEN
AS605336,2015-2016,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Restauration scolaire,1421,INDH
AS605337,2022-2023,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Cartable,158,MEN
AS605338,2018-2019,Fès-Meknès,FES,Rural,Féminin,Primaire,Internat,3301,MEN
AS605339,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Collégial,Transport scolaire,1202,MEN
AS605340,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Fournitures,184,MEN
AS605341,2021-2022,Oriental,ORI,Rural,Féminin,Collégial,Cartable,192,ONG
AS605342,2023-2024,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Transport scolaire,1327,Collectivité locale
AS605343,2018-2019,Fès-Meknès,FES,Urbain,Féminin,Primaire,Cartable,165,MEN
AS605344,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Restauration scolaire,1668,INDH
AS605345,2015-2016,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Restauration scolaire,1655,MEN
AS605346,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Transport scolaire,1165,MEN
AS605347,2022-2023,Fès-Meknès,FES,Urbain,Féminin,Qualifiant,Restauration scolaire,1693,ONG
AS605348,2023-2024,Souss-Massa,SOU,Rural,Masculin,Qualifiant,Restauration scolaire,1489,MEN
AS605349,2019-2020,Casablanca-Settat,CAS,Rural,Féminin,Primaire,Cartable,156,INDH
AS605350,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Restauration scolaire,1684,MEN
AS605351,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Qualifiant,Cartable,169,Collectivité locale
AS605352,2020-2021,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Cartable,158,Collectivité locale
AS605353,2017-2018,Fès-Meknès,FES,Rural,Féminin,Primaire,Uniforme,314,MEN
AS605354,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Fournitures,183,MEN
AS605355,2017-2018,Oriental,ORI,Rural,Féminin,Collégial,Internat,3936,ONG
AS605356,2016-2017,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Cartable,125,Collectivité locale
AS605357,2023-2024,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Transport scolaire,1211,MEN
AS605358,2019-2020,Souss-Massa,SOU,Rural,Masculin,Collégial,Cartable,192,ONG
AS605359,2015-2016,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Uniforme,228,MEN
AS605360,2022-2023,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Cartable,139,INDH
AS605361,2016-2017,Souss-Massa,SOU,Rural,Masculin,Primaire,Restauration scolaire,1943,MEN
AS605362,2020-2021,Marrakech-Safi,MAR,Rural,Féminin,Qualifiant,Restauration scolaire,1724,MEN
AS605363,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Internat,3114,MEN
AS605364,2020-2021,Guelmim-Oued Noun,GUE,Urbain,Masculin,Qualifiant,Cartable,171,Collectivité locale
AS605365,2023-2024,Marrakech-Safi,MAR,Rural,Masculin,Collégial,Cartable,157,MEN
AS605366,2020-2021,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,172,MEN
AS605367,2021-2022,Fès-Meknès,FES,Rural,Féminin,Collégial,Uniforme,281,INDH
AS605368,2018-2019,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Qualifiant,Fournitures,201,MEN
AS605369,2017-2018,Souss-Massa,SOU,Rural,Féminin,Primaire,Cartable,151,Collectivité locale
AS605370,2022-2023,Oriental,ORI,Rural,Féminin,Collégial,Cartable,151,MEN
AS605371,2023-2024,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,146,MEN
AS605372,2019-2020,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Uniforme,284,ONG
AS605373,2015-2016,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,167,MEN
AS605374,2022-2023,Oriental,ORI,Urbain,Féminin,Primaire,Restauration scolaire,1691,INDH
AS605375,2015-2016,Marrakech-Safi,MAR,Urbain,Féminin,Qualifiant,Cartable,165,MEN
AS605376,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Uniforme,266,Don privé
AS605377,2016-2017,Souss-Massa,SOU,Urbain,Féminin,Primaire,Internat,3755,ONG
AS605378,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Internat,3585,MEN
AS605379,2023-2024,Dakhla-Oued Eddahab,DAK,Urbain,Féminin,Primaire,Cartable,159,MEN
AS605380,2016-2017,Oriental,ORI,Rural,Féminin,Qualifiant,Internat,2933,Collectivité locale
AS605381,2017-2018,Marrakech-Safi,MAR,Urbain,Féminin,Collégial,Uniforme,245,Collectivité locale
AS605382,2019-2020,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Uniforme,250,Collectivité locale
AS605383,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Fournitures,191,Collectivité locale
AS605384,2015-2016,Fès-Meknès,FES,Rural,Masculin,Collégial,Transport scolaire,1219,INDH
AS605385,2022-2023,Fès-Meknès,FES,Urbain,Féminin,Collégial,Internat,2927,Collectivité locale
AS605386,2015-2016,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Transport scolaire,1174,INDH
AS605387,2019-2020,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Transport scolaire,1289,Collectivité locale
AS605388,2020-2021,Casablanca-Settat,CAS,Urbain,Féminin,Qualifiant,Restauration scolaire,1727,MEN
AS605389,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Cartable,151,Don privé
AS605390,2022-2023,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Internat,3955,MEN
AS605391,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Transport scolaire,1080,MEN
AS605392,2021-2022,Fès-Meknès,FES,Rural,Féminin,Primaire,Internat,3786,Don privé
AS605393,2019-2020,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Collégial,Restauration scolaire,1773,MEN
AS605394,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Internat,3825,ONG
AS605395,2017-2018,Fès-Meknès,FES,Urbain,Masculin,Primaire,Internat,3808,MEN
AS605396,2023-2024,Fès-Meknès,FES,Urbain,Féminin,Primaire,Uniforme,253,ONG
AS605397,2020-2021,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Internat,3608,MEN
AS605398,2018-2019,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Restauration scolaire,1782,MEN
AS605399,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Restauration scolaire,1702,MEN
AS605400,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Primaire,Uniforme,250,INDH
AS605401,2022-2023,Fès-Meknès,FES,Urbain,Féminin,Primaire,Internat,3533,MEN
AS605402,2016-2017,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Fournitures,230,INDH
AS605403,2021-2022,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Transport scolaire,1253,INDH
AS605404,2018-2019,Rabat-Salé-Kénitra,RAB,Rural,Masculin,Primaire,Cartable,175,MEN
AS605405,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,158,ONG
AS605406,2021-2022,Drâa-Tafilalet,DRA,Rural,Féminin,Collégial,Fournitures,158,MEN
AS605407,2021-2022,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Restauration scolaire,1650,MEN
AS605408,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,157,MEN
AS605409,2021-2022,Souss-Massa,SOU,Urbain,Féminin,Primaire,Transport scolaire,1117,MEN
AS605410,2019-2020,Oriental,ORI,Urbain,Masculin,Primaire,Restauration scolaire,1979,MEN
AS605411,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Primaire,Cartable,136,Collectivité locale
AS605412,2015-2016,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Qualifiant,Restauration scolaire,1848,MEN
AS605413,2017-2018,Fès-Meknès,FES,Rural,Masculin,Primaire,Cartable,173,MEN
AS605414,2023-2024,Oriental,ORI,Urbain,Féminin,Primaire,Internat,3300,INDH
AS605415,2015-2016,Fès-Meknès,FES,Urbain,Masculin,Collégial,Cartable,159,INDH
AS605416,2019-2020,Fès-Meknès,FES,Urbain,Masculin,Primaire,Uniforme,269,ONG
AS605417,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Fournitures,179,MEN
AS605418,2016-2017,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Uniforme,292,INDH
AS605419,2021-2022,Fès-Meknès,FES,Rural,Féminin,Collégial,Cartable,183,MEN
AS605420,2016-2017,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Uniforme,304,MEN
AS605421,2022-2023,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Cartable,170,Don privé
AS605422,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Féminin,Qualifiant,Cartable,150,MEN
AS605423,2018-2019,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Internat,3782,MEN
AS605424,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Collégial,Cartable,190,MEN
AS605425,2015-2016,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Transport scolaire,1210,MEN
AS605426,2019-2020,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Uniforme,282,INDH
AS605427,2018-2019,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Restauration scolaire,1795,ONG
AS605428,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Masculin,Primaire,Restauration scolaire,1983,MEN
AS605429,2021-2022,Fès-Meknès,FES,Rural,Féminin,Qualifiant,Cartable,139,Collectivité locale
AS605430,2021-2022,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Restauration scolaire,1558,MEN
AS605431,2020-2021,Fès-Meknès,FES,Urbain,Masculin,Qualifiant,Transport scolaire,1072,MEN
AS605432,2021-2022,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Transport scolaire,1178,Collectivité locale
AS605433,2021-2022,Souss-Massa,SOU,Urbain,Féminin,Collégial,Uniforme,305,MEN
AS605434,2018-2019,Souss-Massa,SOU,Urbain,Masculin,Primaire,Restauration scolaire,1816,Collectivité locale
AS605435,2015-2016,Souss-Massa,SOU,Rural,Masculin,Primaire,Transport scolaire,1249,Don privé
AS605436,2022-2023,Oriental,ORI,Urbain,Féminin,Primaire,Cartable,143,MEN
AS605437,2015-2016,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Fournitures,226,Collectivité locale
AS605438,2021-2022,Rabat-Salé-Kénitra,RAB,Urbain,Masculin,Primaire,Cartable,144,MEN
AS605439,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Internat,3220,Collectivité locale
AS605440,2020-2021,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Primaire,Uniforme,286,INDH
AS605441,2016-2017,Fès-Meknès,FES,Urbain,Masculin,Collégial,Uniforme,291,Don privé
AS605442,2016-2017,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,145,INDH
AS605443,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Transport scolaire,1004,MEN
AS605444,2015-2016,Drâa-Tafilalet,DRA,Rural,Féminin,Primaire,Cartable,172,MEN
AS605445,2019-2020,Laâyoune-Sakia El Hamra,LAA,Rural,Masculin,Primaire,Cartable,151,INDH
AS605446,2022-2023,Oriental,ORI,Urbain,Masculin,Collégial,Cartable,140,Collectivité locale
AS605447,2023-2024,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Cartable,177,ONG
AS605448,2016-2017,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Cartable,162,Don privé
AS605449,2021-2022,Marrakech-Safi,MAR,Urbain,Masculin,Primaire,Cartable,162,MEN
AS605450,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Qualifiant,Cartable,162,MEN
AS605451,2015-2016,Marrakech-Safi,MAR,Rural,Féminin,Primaire,Uniforme,243,INDH
AS605452,2015-2016,Souss-Massa,SOU,Urbain,Féminin,Primaire,Internat,3529,MEN
AS605453,2022-2023,Casablanca-Settat,CAS,Urbain,Féminin,Primaire,Restauration scolaire,2024,MEN
AS605454,2021-2022,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Fournitures,206,ONG
AS605455,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Collégial,Transport scolaire,1402,MEN
AS605456,2020-2021,Béni Mellal-Khénifra,BMK,Urbain,Féminin,Primaire,Transport scolaire,1152,Collectivité locale
AS605457,2019-2020,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Cartable,157,Collectivité locale
AS605458,2022-2023,Guelmim-Oued Noun,GUE,Rural,Masculin,Primaire,Uniforme,259,Collectivité locale
AS605459,2018-2019,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Cartable,130,MEN
AS605460,2017-2018,Marrakech-Safi,MAR,Rural,Masculin,Primaire,Cartable,148,INDH
AS605461,2018-2019,Marrakech-Safi,MAR,Urbain,Féminin,Primaire,Restauration scolaire,1892,MEN
AS605462,2022-2023,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Transport scolaire,1334,MEN
AS605463,2018-2019,Casablanca-Settat,CAS,Urbain,Féminin,Collégial,Restauration scolaire,1705,MEN
AS605464,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Restauration scolaire,1790,ONG
AS605465,2020-2021,Oriental,ORI,Urbain,Féminin,Primaire,Transport scolaire,1338,INDH
AS605466,2017-2018,Casablanca-Settat,CAS,Urbain,Masculin,Collégial,Transport scolaire,986,MEN
AS605467,2020-2021,Casablanca-Settat,CAS,Rural,Masculin,Primaire,Fournitures,193,MEN
AS605468,2018-2019,Béni Mellal-Khénifra,BMK,Rural,Féminin,Primaire,Internat,3189,INDH
AS605469,2021-2022,Oriental,ORI,Rural,Masculin,Qualifiant,Cartable,160,MEN
AS605470,2022-2023,Casablanca-Settat,CAS,Urbain,Masculin,Primaire,Uniforme,288,MEN
AS605471,2016-2017,Fès-Meknès,FES,Urbain,Féminin,Primaire,Transport scolaire,1290,MEN
AS605472,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Collégial,Cartable,182,INDH
AS605473,2019-2020,Béni Mellal-Khénifra,BMK,Rural,Féminin,Collégial,Cartable,171,ONG
AS605474,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Primaire,Fournitures,198,MEN
AS605475,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Féminin,Qualifiant,Cartable,150,Collectivité locale
AS605476,2016-2017,Béni Mellal-Khénifra,BMK,Rural,Masculin,Primaire,Uniforme,299,Don privé
AS605477,2022-2023,Souss-Massa,SOU,Rural,Féminin,Collégial,Internat,3473,MEN
AS605478,2015-2016,Oriental,ORI,Rural,Masculin,Collégial,Cartable,174,Collectivité locale
AS605479,2017-2018,Souss-Massa,SOU,Rural,Féminin,Qualifiant,Restauration scolaire,1629,INDH
AS605480,2017-2018,Casablanca-Settat,CAS,Rural,Féminin,Collégial,Cartable,154,MEN
AS605481,2022-2023,Drâa-Tafilalet,DRA,Urbain,Féminin,Collégial,Uniforme,328,INDH
AS605482,2016-2017,Marrakech-Safi,MAR,Urbain,Masculin,Collégial,Internat,3237,MEN
AS605483,2016-2017,Drâa-Tafilalet,DRA,Rural,Masculin,Collégial,Restauration scolaire,1727,MEN
AS605484,2018-2019,Laâyoune-Sakia El Hamra,LAA,Urbain,Féminin,Primaire,Transport scolaire,1277,MEN
AS605485,2020-2021,Fès-Meknès,FES,Urbain,Féminin,Primaire,Restauration scolaire,1891,ONG
AS605486,2023-2024,Fès-Meknès,FES,Rural,Féminin,Primaire,Internat,3275,MEN
AS605487,2022-2023,Souss-Massa,SOU,Rural,Masculin,Primaire,Internat,4246,MEN
AS605488,2020-2021,Fès-Meknès,FES,Rural,Masculin,Qualifiant,Restauration scolaire,1767,INDH
AS605489,2022-2023,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Uniforme,342,Collectivité locale
AS605490,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Masculin,Primaire,Cartable,131,MEN
AS605491,2023-2024,Oriental,ORI,Rural,Masculin,Primaire,Restauration scolaire,1645,Don privé
AS605492,2022-2023,Rabat-Salé-Kénitra,RAB,Urbain,Féminin,Qualifiant,Internat,3838,MEN
AS605493,2023-2024,Rabat-Salé-Kénitra,RAB,Rural,Féminin,Primaire,Internat,3474,INDH
AS605494,2016-2017,Oriental,ORI,Urbain,Féminin,Primaire,Restauration scolaire,1641,INDH
AS605495,2020-2021,Marrakech-Safi,MAR,Rural,Féminin,Collégial,Fournitures,189,INDH
