id_candidat,annee,type_examen,filiere,region,code_region,milieu,secteur,genre,note_arabe,note_mathematiques,note_francais,note_sciences,note_histoire_geo,note_education_islamique,moyenne_generale,admis,mention
CAND307909,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,13.76,8.54,12.16,8.81,12.04,11.27,11.0,1,Passable
CAND307910,2017,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Rural,Public,Masculin,7.77,9.94,8.22,4.82,12.68,12.16,8.56,0,Ajourné
CAND307911,2020,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Urbain,Public,Féminin,13.75,8.51,4.93,8.05,5.25,10.16,8.6,0,Ajourné
CAND307912,2023,Baccalauréat,Sciences agro,Drâa-Tafilalet,DRA,Rural,Public,Féminin,11.18,3.93,9.37,11.61,10.16,9.61,8.54,0,Ajourné
CAND307913,2015,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,12.07,8.35,12.31,5.39,11.03,14.85,10.49,1,Passable
CAND307914,2021,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Rural,Privé,Féminin,8.9,13.65,8.48,5.34,10.95,11.71,10.31,1,Passable
CAND307915,2020,Baccalauréat,Sciences maths,Souss-Massa,SOU,Urbain,Privé,Féminin,9.06,13.8,8.55,14.82,12.29,13.48,13.06,1,Assez Bien
CAND307916,2023,Baccalauréat,Sciences techno,Oriental,ORI,Urbain,Public,Masculin,6.76,11.65,8.05,6.79,13.23,11.23,9.58,0,Ajourné
CAND307917,2023,Baccalauréat,Sciences expérimentales,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,8.5,10.85,7.07,7.38,12.92,15.08,10.21,1,Passable
CAND307918,2018,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,6.67,9.65,5.6,10.67,8.45,11.58,8.79,0,Ajourné
CAND307919,2020,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.11,13.52,11.1,10.79,9.93,10.34,10.88,1,Passable
CAND307920,2016,CFEN (Primaire),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Féminin,10.88,12.75,7.49,12.05,9.42,12.04,10.9,1,Passable
CAND307921,2019,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,14.3,10.15,10.02,5.56,13.24,12.3,10.88,1,Passable
CAND307922,2023,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Urbain,Public,Féminin,10.42,7.74,8.46,10.83,7.04,12.17,9.42,0,Ajourné
CAND307923,2023,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Masculin,14.34,3.52,7.23,8.65,10.79,13.46,8.88,0,Ajourné
CAND307924,2018,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,10.34,11.3,8.94,16.62,11.8,10.44,11.62,1,Passable
CAND307925,2022,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,7.06,10.16,9.19,6.46,11.06,9.34,8.84,0,Ajourné
CAND307926,2017,CFEN (Primaire),N/A,Drâa-Tafilalet,DRA,Urbain,Privé,Masculin,12.96,10.63,10.65,10.67,7.59,11.86,11.79,1,Passable
CAND307927,2017,Baccalauréat,Economie,Fès-Meknès,FES,Rural,Public,Masculin,16.98,10.5,7.13,11.6,12.13,15.74,11.78,1,Passable
CAND307928,2020,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,14.88,8.6,13.93,7.4,9.79,13.95,11.31,1,Passable
CAND307929,2017,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,10.91,4.87,8.76,12.74,12.32,11.95,9.46,0,Ajourné
CAND307930,2016,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Masculin,16.17,7.87,12.24,13.82,9.16,16.12,11.86,1,Passable
CAND307931,2020,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,7.63,10.37,8.48,10.12,2.04,10.96,8.39,0,Ajourné
CAND307932,2016,Baccalauréat,Sciences expérimentales,Béni Mellal-Khénifra,BMK,Rural,Public,Masculin,7.39,11.31,12.73,11.95,11.0,12.74,10.49,1,Passable
CAND307933,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.58,10.35,11.73,10.68,9.87,12.75,10.76,1,Passable
CAND307934,2020,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,11.44,11.45,7.35,10.12,14.67,14.57,11.56,1,Passable
CAND307935,2015,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Privé,Féminin,10.58,9.7,11.39,14.68,10.96,9.0,12.04,1,Assez Bien
CAND307936,2021,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,6.7,10.74,7.89,11.59,11.94,14.14,10.42,1,Passable
CAND307937,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,8.03,6.03,12.27,13.74,6.57,11.58,9.55,0,Ajourné
CAND307938,2022,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,14.1,12.43,9.38,10.69,13.95,17.34,12.94,1,Assez Bien
CAND307939,2021,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Masculin,6.05,4.12,4.38,12.68,16.15,18.37,9.3,0,Ajourné
CAND307940,2018,Baccalauréat,Sciences expérimentales,Souss-Massa,SOU,Rural,Public,Masculin,4.8,9.56,13.52,11.82,7.83,13.45,9.41,0,Ajourné
CAND307941,2020,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Rural,Public,Masculin,14.81,6.33,8.26,4.13,12.78,9.9,8.68,0,Ajourné
CAND307942,2020,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,11.91,16.74,5.63,8.7,10.56,14.0,10.9,1,Passable
CAND307943,2023,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Urbain,Public,Masculin,13.33,10.88,8.51,10.93,7.23,13.24,10.78,1,Passable
CAND307944,2023,Baccalauréat,Lettres,Casablanca-Settat,CAS,Rural,Privé,Féminin,6.51,9.87,12.12,8.46,14.32,15.07,11.21,1,Passable
CAND307945,2023,Baccalauréat,Lettres,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Féminin,10.59,5.73,8.67,5.47,8.33,13.41,7.94,0,Ajourné
CAND307946,2016,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,14.71,16.21,10.9,9.36,10.03,16.99,13.17,1,Assez Bien
CAND307947,2018,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Rural,Public,Féminin,8.32,1.28,9.3,12.86,10.58,8.69,7.63,0,Ajourné
CAND307948,2018,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Rural,Public,Féminin,11.62,11.14,10.29,12.89,12.95,10.66,11.0,1,Passable
CAND307949,2018,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Féminin,11.93,8.1,11.97,8.73,7.08,13.7,11.16,1,Passable
CAND307950,2023,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,8.38,8.94,6.33,2.86,10.35,8.58,7.57,0,Ajourné
CAND307951,2017,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Urbain,Privé,Masculin,11.15,4.79,6.21,0.0,11.82,11.24,8.36,0,Ajourné
CAND307952,2017,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,10.3,12.67,8.38,6.59,14.41,12.2,10.76,1,Passable
CAND307953,2022,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Privé,Masculin,9.92,13.68,14.5,8.48,12.38,10.53,12.57,1,Assez Bien
CAND307954,2017,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Masculin,10.18,11.71,15.33,9.24,10.2,11.87,10.76,1,Passable
CAND307955,2021,Brevet (Collégial),N/A,Fès-Meknès,FES,Urbain,Public,Féminin,4.82,8.23,8.41,9.77,11.77,9.28,8.59,0,Ajourné
CAND307956,2015,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Féminin,14.22,9.17,9.46,9.36,11.76,10.6,10.16,1,Passable
CAND307957,2018,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Urbain,Public,Féminin,12.7,1.83,8.51,12.33,9.89,14.27,9.65,0,Ajourné
CAND307958,2019,Baccalauréat,Economie,Fès-Meknès,FES,Urbain,Public,Masculin,6.64,14.72,4.87,7.12,10.71,11.73,9.45,0,Ajourné
CAND307959,2016,Brevet (Collégial),N/A,Oriental,ORI,Rural,Public,Masculin,11.45,12.48,9.47,8.24,14.64,16.92,11.51,1,Passable
CAND307960,2019,Brevet (Collégial),N/A,Laâyoune-Sakia El Hamra,LAA,Urbain,Public,Masculin,10.78,12.76,8.31,10.31,11.27,12.27,11.02,1,Passable
CAND307961,2017,Baccalauréat,Sciences expérimentales,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,12.79,13.41,10.13,10.12,8.15,12.11,11.26,1,Passable
CAND307962,2017,Baccalauréat,Sciences maths,Casablanca-Settat,CAS,Urbain,Public,Féminin,9.82,6.49,9.63,7.56,13.62,9.91,9.33,0,Ajourné
CAND307963,2022,Baccalauréat,Economie,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,17.31,14.19,13.73,12.23,11.48,12.5,13.69,1,Assez Bien
CAND307964,2022,Brevet (Collégial),N/A,Béni Mellal-Khénifra,BMK,Rural,Privé,Féminin,11.27,5.53,10.18,10.44,9.07,8.4,9.46,0,Ajourné
CAND307965,2018,Baccalauréat,Sciences techno,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,8.39,0.0,6.84,9.81,10.39,11.33,7.46,0,Ajourné
CAND307966,2020,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Privé,Féminin,13.01,5.29,8.49,10.2,12.41,10.53,10.85,1,Passable
CAND307967,2016,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Masculin,5.11,14.19,12.43,13.55,12.34,8.64,10.47,1,Passable
CAND307968,2021,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,8.25,8.94,11.36,10.6,11.17,12.05,10.26,1,Passable
CAND307969,2021,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,5.71,8.08,9.48,13.15,12.15,13.38,10.13,1,Passable
CAND307970,2023,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Féminin,11.35,12.41,11.01,9.89,16.97,11.4,11.51,1,Passable
CAND307971,2022,Baccalauréat,Sciences maths,Drâa-Tafilalet,DRA,Rural,Public,Masculin,8.02,9.4,11.36,13.3,16.38,13.54,11.18,1,Passable
CAND307972,2017,Baccalauréat,Sciences maths,Casablanca-Settat,CAS,Urbain,Public,Féminin,12.4,16.83,9.55,8.56,4.0,8.42,10.35,1,Passable
CAND307973,2020,Baccalauréat,Sciences expérimentales,Oriental,ORI,Urbain,Public,Féminin,5.92,7.91,8.73,8.4,9.37,8.98,8.14,0,Ajourné
CAND307974,2018,Baccalauréat,Sciences expérimentales,Casablanca-Settat,CAS,Urbain,Public,Masculin,11.7,8.13,9.09,8.83,12.87,7.05,9.59,0,Ajourné
CAND307975,2019,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Féminin,14.35,10.63,10.24,11.52,12.16,11.23,11.71,1,Passable
CAND307976,2016,Baccalauréat,Sciences expérimentales,Oriental,ORI,Urbain,Public,Féminin,8.9,10.52,9.83,7.39,14.08,12.39,10.41,1,Passable
CAND307977,2021,CFEN (Primaire),N/A,Laâyoune-Sakia El Hamra,LAA,Urbain,Public,Masculin,5.61,8.68,8.51,8.3,10.46,12.96,8.95,0,Ajourné
CAND307978,2016,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,12.25,19.26,13.44,7.28,10.58,14.61,13.09,1,Assez Bien
CAND307979,2019,Brevet (Collégial),N/A,Oriental,ORI,Rural,Public,Masculin,8.31,9.64,7.15,10.44,8.63,15.75,9.33,0,Ajourné
CAND307980,2015,CFEN (Primaire),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Féminin,6.17,6.79,10.35,5.84,12.72,14.0,10.02,1,Passable
CAND307981,2020,Baccalauréat,Sciences agro,Oriental,ORI,Urbain,Public,Masculin,6.08,10.12,6.64,10.26,11.36,15.41,9.88,0,Ajourné
CAND307982,2018,Baccalauréat,Lettres,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,8.06,3.52,11.34,14.57,15.22,9.85,10.09,1,Passable
CAND307983,2017,Brevet (Collégial),N/A,Fès-Meknès,FES,Rural,Public,Masculin,12.65,6.94,6.14,11.9,9.52,12.89,9.37,0,Ajourné
CAND307984,2016,Brevet (Collégial),N/A,Souss-Massa,SOU,Rural,Public,Féminin,7.51,9.39,10.15,12.54,15.82,12.35,10.51,1,Passable
CAND307985,2015,Baccalauréat,Arts,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Privé,Féminin,15.74,9.99,7.56,7.95,14.92,11.58,11.69,1,Passable
CAND307986,2018,CFEN (Primaire),N/A,Souss-Massa,SOU,Urbain,Public,Féminin,10.86,3.09,6.58,8.25,10.78,10.86,8.21,0,Ajourné
CAND307987,2023,Baccalauréat,Lettres,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,14.5,7.29,14.22,6.11,9.47,13.83,10.73,1,Passable
CAND307988,2018,Baccalauréat,Sciences expérimentales,Oriental,ORI,Rural,Public,Masculin,8.97,8.92,11.82,7.38,11.9,10.92,9.25,0,Ajourné
CAND307989,2016,Brevet (Collégial),N/A,Laâyoune-Sakia El Hamra,LAA,Urbain,Public,Féminin,9.9,11.87,12.57,12.13,8.57,12.77,11.3,1,Passable
CAND307990,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,8.12,11.73,12.63,10.58,12.13,12.48,11.19,1,Passable
CAND307991,2016,Baccalauréat,Economie,Marrakech-Safi,MAR,Urbain,Public,Féminin,10.92,8.44,10.45,11.89,11.38,13.64,10.99,1,Passable
CAND307992,2016,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Féminin,11.38,12.33,10.49,12.95,8.37,13.67,10.99,1,Passable
CAND307993,2021,CFEN (Primaire),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,8.41,12.58,9.65,10.28,9.93,12.38,10.57,1,Passable
CAND307994,2023,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,13.8,9.78,11.51,1.06,11.45,12.91,10.0,1,Passable
CAND307995,2023,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Public,Féminin,7.27,9.4,7.95,14.1,9.9,11.43,9.98,0,Ajourné
CAND307996,2020,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,14.14,8.74,9.07,13.11,13.41,7.48,11.02,1,Passable
CAND307997,2022,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Féminin,6.15,4.27,14.1,4.36,7.3,11.89,7.7,0,Ajourné
CAND307998,2023,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Privé,Masculin,9.28,8.9,10.0,7.03,10.7,16.49,11.22,1,Passable
CAND307999,2015,Brevet (Collégial),N/A,Guelmim-Oued Noun,GUE,Urbain,Public,Masculin,12.32,11.62,9.07,6.82,10.35,14.61,10.81,1,Passable
CAND308000,2015,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Féminin,16.68,15.18,12.01,11.65,10.14,12.51,13.22,1,Assez Bien
CAND308001,2021,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.82,9.38,9.81,1.56,11.59,12.9,9.05,0,Ajourné
CAND308002,2020,Baccalauréat,Sciences maths,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,10.13,11.25,7.52,8.91,11.62,11.62,10.2,1,Passable
CAND308003,2022,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,13.6,13.73,12.74,12.32,13.62,9.48,12.07,1,Assez Bien
CAND308004,2016,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,11.24,9.14,7.73,8.14,13.65,11.7,10.2,1,Passable
CAND308005,2019,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Urbain,Privé,Masculin,12.14,6.65,8.97,9.3,14.04,14.41,11.71,1,Passable
CAND308006,2015,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Privé,Masculin,10.28,7.99,12.19,6.24,11.24,12.35,10.88,1,Passable
CAND308007,2015,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Rural,Public,Féminin,14.64,9.97,8.32,13.35,10.19,10.02,10.58,1,Passable
CAND308008,2017,CFEN (Primaire),N/A,Marrakech-Safi,MAR,Urbain,Public,Masculin,13.21,8.18,14.37,6.35,8.06,9.77,9.92,0,Ajourné
CAND308009,2019,Baccalauréat,Sciences expérimentales,Marrakech-Safi,MAR,Rural,Public,Féminin,8.3,5.5,16.54,10.28,10.2,12.19,9.58,0,Ajourné
CAND308010,2018,Baccalauréat,Sciences maths,Casablanca-Settat,CAS,Rural,Public,Masculin,10.6,11.67,11.95,11.6,11.03,11.97,10.86,1,Passable
CAND308011,2015,CFEN (Primaire),N/A,Drâa-Tafilalet,DRA,Rural,Public,Masculin,12.61,12.11,9.22,11.52,9.62,12.39,10.73,1,Passable
CAND308012,2018,Baccalauréat,Sciences agro,Marrakech-Safi,MAR,Urbain,Privé,Masculin,6.14,8.83,11.94,10.87,14.54,9.53,11.12,1,Passable
CAND308013,2016,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Privé,Masculin,9.39,11.99,10.37,10.64,11.86,12.87,12.16,1,Assez Bien
CAND308014,2016,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,16.4,14.09,10.64,16.06,12.71,12.97,13.95,1,Assez Bien
CAND308015,2020,Baccalauréat,Sciences expérimentales,Oriental,ORI,Rural,Public,Masculin,8.27,7.64,11.83,6.73,14.06,10.98,9.09,0,Ajourné
CAND308016,2022,CFEN (Primaire),N/A,Guelmim-Oued Noun,GUE,Urbain,Public,Féminin,10.28,9.36,7.49,2.59,9.66,14.7,8.94,0,Ajourné
CAND308017,2021,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Rural,Public,Féminin,13.54,11.49,6.16,16.76,5.41,13.28,10.71,1,Passable
CAND308018,2020,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,8.5,14.69,9.45,8.98,7.22,11.56,10.23,1,Passable
CAND308019,2016,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,6.34,10.28,9.38,4.81,11.74,13.29,9.18,0,Ajourné
CAND308020,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,9.98,10.71,9.53,16.75,10.41,11.17,11.45,1,Passable
CAND308021,2021,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,10.84,14.64,13.81,6.95,12.89,11.76,11.83,1,Passable
CAND308022,2021,CFEN (Primaire),N/A,Fès-Meknès,FES,Urbain,Public,Masculin,6.85,11.45,7.85,4.81,11.28,10.92,8.85,0,Ajourné
CAND308023,2015,Baccalauréat,Sciences agro,Marrakech-Safi,MAR,Rural,Public,Masculin,11.37,19.1,11.34,10.72,11.12,12.02,12.26,1,Assez Bien
CAND308024,2020,Brevet (Collégial),N/A,Rabat-Salé-Kénitra,RAB,Urbain,Public,Masculin,8.24,14.07,11.29,6.23,9.16,13.06,10.38,1,Passable
CAND308025,2015,Baccalauréat,Sciences expérimentales,Fès-Meknès,FES,Urbain,Public,Masculin,16.1,10.25,10.71,9.14,11.51,9.67,11.28,1,Passable
CAND308026,2019,Baccalauréat,Economie,Marrakech-Safi,MAR,Urbain,Public,Féminin,10.94,8.64,7.85,8.98,8.93,13.33,9.74,0,Ajourné
CAND308027,2021,Baccalauréat,Economie,Casablanca-Settat,CAS,Urbain,Privé,Féminin,9.35,8.24,14.08,5.47,12.13,11.54,10.92,1,Passable
CAND308028,2020,Baccalauréat,Sciences expérimentales,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,8.17,13.96,10.32,14.93,11.31,12.98,11.99,1,Passable
CAND308029,2018,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,17.28,13.47,10.54,13.8,9.91,12.75,13.13,1,Assez Bien
CAND308030,2021,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,10.59,10.11,2.3,9.01,10.01,15.89,9.69,0,Ajourné
CAND308031,2018,Baccalauréat,Economie,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,7.17,8.85,5.98,7.99,8.49,14.47,8.76,0,Ajourné
CAND308032,2018,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,11.72,8.08,7.85,7.86,10.58,11.5,9.55,0,Ajourné
CAND308033,2022,Baccalauréat,Sciences maths,Marrakech-Safi,MAR,Urbain,Public,Masculin,6.31,14.37,10.32,9.03,9.51,10.67,10.12,1,Passable
CAND308034,2021,Brevet (Collégial),N/A,Drâa-Tafilalet,DRA,Urbain,Privé,Masculin,10.54,11.58,12.98,8.55,9.18,11.21,11.67,1,Passable
CAND308035,2021,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Public,Masculin,11.67,13.19,13.66,10.07,13.15,11.88,11.65,1,Passable
CAND308036,2019,CFEN (Primaire),N/A,Béni Mellal-Khénifra,BMK,Rural,Public,Masculin,15.15,10.38,10.53,4.46,9.42,15.6,10.29,1,Passable
CAND308037,2020,Baccalauréat,Sciences agro,Fès-Meknès,FES,Urbain,Public,Masculin,9.39,6.19,10.97,8.49,10.64,8.85,8.94,0,Ajourné
CAND308038,2019,Baccalauréat,Lettres,Souss-Massa,SOU,Urbain,Public,Masculin,15.32,3.37,10.6,4.61,13.3,11.58,9.54,0,Ajourné
CAND308039,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Rural,Public,Féminin,15.62,4.45,10.78,11.26,9.08,12.05,9.8,0,Ajourné
CAND308040,2022,Baccalauréat,Sciences techno,Casablanca-Settat,CAS,Urbain,Public,Féminin,5.88,7.46,16.71,7.74,8.37,14.77,9.84,0,Ajourné
CAND308041,2015,Baccalauréat,Sciences maths,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,12.11,6.3,11.02,15.88,9.71,11.16,10.92,1,Passable
CAND308042,2022,Brevet (Collégial),N/A,Souss-Massa,SOU,Urbain,Privé,Féminin,8.89,9.01,9.17,11.77,11.66,10.75,11.14,1,Passable
CAND308043,2018,Baccalauréat,Sciences maths,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Masculin,11.61,9.01,10.96,8.3,10.57,13.39,10.54,1,Passable
CAND308044,2022,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Rural,Public,Masculin,13.21,8.01,13.18,12.32,10.41,12.46,10.88,1,Passable
CAND308045,2015,Baccalauréat,Lettres,Fès-Meknès,FES,Rural,Public,Féminin,13.54,3.19,8.99,2.22,8.02,12.23,7.24,0,Ajourné
CAND308046,2019,Baccalauréat,Sciences expérimentales,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,10.51,11.48,12.88,8.33,12.29,11.31,11.08,1,Passable
CAND308047,2016,Baccalauréat,Economie,Marrakech-Safi,MAR,Urbain,Public,Féminin,11.03,9.01,6.15,12.5,7.24,11.17,9.6,0,Ajourné
CAND308048,2023,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Privé,Féminin,9.75,11.22,5.65,15.38,7.54,14.17,11.12,1,Passable
CAND308049,2017,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,8.48,7.08,9.22,7.59,10.02,11.96,8.91,0,Ajourné
CAND308050,2016,Baccalauréat,Sciences techno,Tanger-Tétouan-Al Hoceïma,TAN,Rural,Privé,Féminin,12.14,5.69,11.0,12.19,15.57,14.51,11.96,1,Passable
CAND308051,2021,Baccalauréat,Lettres,Souss-Massa,SOU,Urbain,Public,Féminin,10.51,11.26,7.45,5.03,7.6,13.26,9.25,0,Ajourné
CAND308052,2023,Baccalauréat,Arts,Rabat-Salé-Kénitra,RAB,Urbain,Public,Féminin,6.4,2.97,8.14,8.91,13.19,12.16,8.28,0,Ajourné
CAND308053,2019,Baccalauréat,Sciences maths,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,17.64,11.35,9.55,13.94,7.59,13.05,12.34,1,Assez Bien
CAND308054,2018,CFEN (Primaire),N/A,Casablanca-Settat,CAS,Urbain,Privé,Féminin,6.82,8.78,13.38,6.93,8.43,13.96,10.53,1,Passable
CAND308055,2019,Baccalauréat,Lettres,Fès-Meknès,FES,Urbain,Privé,Féminin,10.21,8.02,10.88,9.36,13.08,10.88,11.26,1,Passable
CAND308056,2019,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,11.13,6.67,12.74,11.98,13.12,13.66,11.3,1,Passable
CAND308057,2023,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Féminin,13.22,4.31,11.2,8.22,16.24,13.08,10.72,1,Passable
CAND308058,2020,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Masculin,11.02,10.97,11.88,9.07,12.79,13.1,11.38,1,Passable
CAND308059,2016,Brevet (Collégial),N/A,Marrakech-Safi,MAR,Rural,Public,Féminin,8.04,13.31,8.59,7.58,13.09,11.17,9.73,0,Ajourné
CAND308060,2018,CFEN (Primaire),N/A,Béni Mellal-Khénifra,BMK,Urbain,Public,Masculin,8.4,9.37,12.66,9.33,14.82,11.9,10.88,1,Passable
CAND308061,2020,Brevet (Collégial),N/A,Oriental,ORI,Urbain,Public,Féminin,7.15,15.86,9.0,16.42,8.73,13.44,11.92,1,Passable
CAND308062,2022,CFEN (Primaire),N/A,Souss-Massa,SOU,Urbain,Privé,Masculin,11.41,14.7,13.06,9.27,10.54,12.76,13.02,1,Assez Bien
CAND308063,2021,Brevet (Collégial),N/A,Casablanca-Settat,CAS,Urbain,Public,Masculin,4.72,12.36,12.2,7.49,10.6,9.88,9.5,0,Ajourné
CAND308064,2017,Baccalauréat,Lettres,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,5.84,5.91,8.78,6.88,9.15,12.11,7.31,0,Ajourné
CAND308065,2018,Brevet (Collégial),N/A,Tanger-Tétouan-Al Hoceïma,TAN,Urbain,Public,Féminin,11.3,4.61,13.55,17.33,10.96,12.36,11.43,1,Passable
CAND308066,2016,Baccalauréat,Lettres,Fès-Meknès,FES,Urbain,Public,Féminin,7.3,8.5,14.39,14.71,10.97,12.79,11.24,1,Passable
CAND308067,2015,Baccalauréat,Sciences expérimentales,Rabat-Salé-Kénitra,RAB,Rural,Public,Féminin,8.76,11.5,9.81,12.34,10.98,13.04,10.45,1,Passable
