id_etablissement,nom_etablissement,annee_scolaire,region,code_region,province,milieu,secteur,cycle,nb_classes,effectif_eleves,annee_creation,equipement_bibliotheque,equipement_laboratoire,equipement_salle_sport,acces_internet,cantine,latitude,longitude
ETB12385,Collège 490-ORI,2019-2020,Oriental,ORI,Jerada,Urbain,Public,Collégial,23,552,2009,1,0,1,1,1,30.57617,-9.02657
ETB12386,OFPPT 309-CAS,2022-2023,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Formation Professionnelle,6,296,1978,0,0,1,0,0,28.0744,-6.99248
ETB12387,École 151-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Public,Primaire,10,254,1973,0,1,1,1,0,34.60278,-9.69441
ETB12388,École 13-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Public,Primaire,34,331,2002,1,0,1,1,0,35.37346,-1.76782
ETB12389,Lycée 88-BMK,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Public,Qualifiant,7,425,1960,0,0,1,1,0,28.20265,-8.82822
ETB12390,Lycée 262-CAS,2016-2017,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Qualifiant,22,417,1969,1,1,0,0,1,29.32031,-12.44009
ETB12391,Collège 393-MAR,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Collégial,8,644,1977,1,0,1,1,1,35.08419,-12.34013
ETB12392,École 273-MAR,2021-2022,Marrakech-Safi,MAR,Marrakech,Urbain,Privé,Primaire,7,415,1977,1,0,1,1,1,34.19878,-8.802
ETB12393,École 78-MAR,2021-2022,Marrakech-Safi,MAR,Al Haouz,Rural,Public,Primaire,6,364,2014,1,0,0,1,0,34.65743,-3.34003
ETB12394,Collège 66-CAS,2021-2022,Casablanca-Settat,CAS,El Jadida,Urbain,Privé,Collégial,33,376,1972,1,1,0,1,0,35.08361,-4.28096
ETB12395,École 138-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Privé,Primaire,23,264,1964,1,1,0,0,0,34.85473,-10.5056
ETB12396,Collège 265-CAS,2017-2018,Casablanca-Settat,CAS,Benslimane,Urbain,Public,Collégial,19,553,1969,1,1,0,1,0,30.32115,-1.3898
ETB12397,École 491-DRA,2021-2022,Drâa-Tafilalet,DRA,Tinghir,Rural,Public,Primaire,21,376,1970,1,1,1,1,1,32.87483,-10.88103
ETB12398,Collège 72-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Privé,Collégial,33,530,1969,0,1,1,0,0,32.97612,-8.47652
ETB12399,Collège 60-MAR,2020-2021,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Collégial,12,528,2002,0,1,1,1,0,30.77729,-7.5099
ETB12400,École 469-CAS,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Rural,Public,Primaire,17,248,2008,0,0,1,1,0,28.74109,-8.67036
ETB12401,Lycée 128-FES,2016-2017,Fès-Meknès,FES,Ifrane,Rural,Public,Qualifiant,11,490,1974,0,1,1,1,1,34.54233,-12.39586
ETB12402,Collège 454-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Public,Collégial,34,532,1961,0,0,1,0,0,30.75114,-7.05299
ETB12403,École 78-SOU,2020-2021,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Public,Primaire,18,302,1965,1,0,0,1,0,34.66272,-7.74273
ETB12404,École 491-ORI,2015-2016,Oriental,ORI,Figuig,Urbain,Public,Primaire,12,518,1964,1,1,0,1,0,28.31378,-2.66406
ETB12405,Collège 309-FES,2020-2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Privé,Collégial,14,502,2004,1,0,0,1,1,30.23451,-8.98403
ETB12406,École 207-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,31,301,1985,1,0,0,1,1,30.79131,-6.09949
ETB12407,École 119-FES,2015-2016,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,28,348,1974,1,0,0,0,0,28.37392,-1.32392
ETB12408,École 395-CAS,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Privé,Primaire,32,334,1989,0,0,1,0,0,35.83109,-2.81897
ETB12409,OFPPT 159-CAS,2016-2017,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Formation Professionnelle,30,385,1970,0,0,1,1,0,35.54059,-6.07394
ETB12410,École 205-GUE,2019-2020,Guelmim-Oued Noun,GUE,Tan-Tan,Rural,Public,Primaire,28,235,1966,0,1,1,1,1,35.71586,-11.75721
ETB12411,École 25-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Privé,Primaire,27,335,1983,0,1,0,1,1,32.95144,-3.69957
ETB12412,Jardin 340-BMK,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Privé,Préscolaire,22,39,1990,0,0,1,1,0,29.26175,-1.23837
ETB12413,Collège 127-FES,2018-2019,Fès-Meknès,FES,Taza,Urbain,Public,Collégial,6,435,1964,1,1,1,1,1,34.98482,-9.58929
ETB12414,École 297-CAS,2020-2021,Casablanca-Settat,CAS,El Jadida,Urbain,Privé,Primaire,7,280,2015,1,0,0,0,1,35.38603,-2.86853
ETB12415,Université 206-ORI,2023-2024,Oriental,ORI,Oujda-Angad,Rural,Public,Supérieur,21,3576,1999,0,0,1,0,1,31.91477,-4.97228
ETB12416,École 81-FES,2021-2022,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,10,327,1993,1,0,0,0,1,30.31931,-10.86789
ETB12417,Lycée 401-FES,2019-2020,Fès-Meknès,FES,Ifrane,Urbain,Public,Qualifiant,28,522,1975,1,0,0,0,1,28.39187,-8.66893
ETB12418,École 187-FES,2020-2021,Fès-Meknès,FES,Meknès,Rural,Public,Primaire,17,286,1992,1,0,0,0,1,30.85921,-4.37896
ETB12419,Lycée 34-FES,2018-2019,Fès-Meknès,FES,Taounate,Urbain,Public,Qualifiant,32,344,2012,1,0,1,1,1,30.56036,-12.29805
ETB12420,École 170-ORI,2015-2016,Oriental,ORI,Driouch,Urbain,Public,Primaire,6,170,1992,0,0,0,1,1,34.61534,-8.18259
ETB12421,Lycée 232-BMK,2017-2018,Béni Mellal-Khénifra,BMK,Azilal,Rural,Public,Qualifiant,26,552,2017,0,1,1,0,1,28.02677,-5.94727
ETB12422,École 234-CAS,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Public,Primaire,25,306,2018,1,0,0,0,0,35.86979,-9.44044
ETB12423,École 330-CAS,2021-2022,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Primaire,34,439,2010,0,0,1,0,0,29.78588,-8.31334
ETB12424,Jardin 18-MAR,2017-2018,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Préscolaire,28,63,1983,0,0,1,0,0,30.01643,-1.63758
ETB12425,Collège 360-DRA,2022-2023,Drâa-Tafilalet,DRA,Errachidia,Rural,Public,Collégial,6,514,1986,0,0,1,0,0,28.24523,-9.28824
ETB12426,École 92-DRA,2015-2016,Drâa-Tafilalet,DRA,Tinghir,Urbain,Privé,Primaire,29,416,1962,1,1,0,0,0,34.59046,-7.71266
ETB12427,OFPPT 377-BMK,2017-2018,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Public,Formation Professionnelle,33,175,1982,0,0,0,1,0,29.90692,-4.993
ETB12428,Jardin 468-CAS,2016-2017,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Préscolaire,15,51,1997,0,1,1,0,0,31.54212,-12.45177
ETB12429,Lycée 33-FES,2018-2019,Fès-Meknès,FES,Meknès,Urbain,Privé,Qualifiant,15,501,2009,0,0,1,0,0,32.65201,-12.42601
ETB12430,Collège 368-FES,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Urbain,Privé,Collégial,24,376,1965,0,0,1,1,0,32.50791,-4.39963
ETB12431,École 498-MAR,2020-2021,Marrakech-Safi,MAR,Safi,Urbain,Privé,Primaire,14,257,2009,1,1,0,0,1,31.38055,-1.04906
ETB12432,Collège 150-ORI,2023-2024,Oriental,ORI,Berkane,Urbain,Public,Collégial,29,388,2015,1,1,0,0,0,29.51885,-4.47469
ETB12433,École 101-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,33,389,2001,1,1,0,1,0,33.39248,-12.4017
ETB12434,École 420-ORI,2015-2016,Oriental,ORI,Taourirt,Urbain,Privé,Primaire,16,243,2020,1,0,0,0,0,35.71504,-7.52832
ETB12435,École 201-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Salé,Rural,Public,Primaire,10,324,1995,0,0,1,1,0,34.80386,-9.61229
ETB12436,École 391-TAN,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,12,314,1994,0,0,1,1,0,29.32451,-8.48306
ETB12437,Lycée 438-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Public,Qualifiant,13,298,1972,1,1,0,0,0,34.01916,-1.0131
ETB12438,École 131-CAS,2015-2016,Casablanca-Settat,CAS,El Jadida,Rural,Public,Primaire,15,358,2004,0,1,0,1,1,34.20594,-4.03268
ETB12439,Lycée 308-TAN,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Public,Qualifiant,15,270,1975,0,0,1,1,0,29.68519,-3.5913
ETB12440,École 316-CAS,2015-2016,Casablanca-Settat,CAS,Khouribga,Urbain,Public,Primaire,29,339,2019,1,0,1,0,1,34.74383,-8.90108
ETB12441,École 319-MAR,2022-2023,Marrakech-Safi,MAR,Safi,Urbain,Public,Primaire,25,202,1985,1,0,0,1,1,29.74212,-1.90045
ETB12442,Jardin 206-DAK,2016-2017,Dakhla-Oued Eddahab,DAK,Dakhla,Urbain,Public,Préscolaire,12,36,1991,1,0,0,0,1,30.58916,-11.21718
ETB12443,Collège 494-FES,2020-2021,Fès-Meknès,FES,Ifrane,Urbain,Public,Collégial,7,515,1992,0,0,0,0,0,33.03102,-11.79184
ETB12444,Jardin 133-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Préscolaire,21,63,2005,0,1,1,1,1,33.62843,-8.44652
ETB12445,Collège 85-DRA,2021-2022,Drâa-Tafilalet,DRA,Tinghir,Rural,Public,Collégial,31,513,1996,0,0,1,0,1,29.64672,-12.3166
ETB12446,École 176-RAB,2018-2019,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Public,Primaire,22,170,1966,1,0,1,1,1,35.3411,-4.3762
ETB12447,Lycée 94-TAN,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Public,Qualifiant,14,383,1964,1,1,1,1,1,29.92666,-7.18741
ETB12448,École 162-SOU,2021-2022,Souss-Massa,SOU,Tata,Rural,Public,Primaire,16,342,1966,0,0,0,0,1,35.35558,-13.00947
ETB12449,École 393-LAA,2020-2021,Laâyoune-Sakia El Hamra,LAA,Tarfaya,Urbain,Public,Primaire,20,272,1972,0,1,0,1,0,35.23812,-11.23824
ETB12450,Jardin 45-CAS,2015-2016,Casablanca-Settat,CAS,El Jadida,Urbain,Privé,Préscolaire,9,47,2021,1,1,1,1,0,31.15562,-12.01997
ETB12451,École 27-MAR,2020-2021,Marrakech-Safi,MAR,Marrakech,Rural,Privé,Primaire,21,399,1962,1,0,0,0,1,31.75301,-8.69648
ETB12452,École 13-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Privé,Primaire,34,349,1966,0,0,0,0,1,32.96261,-8.80728
ETB12453,Lycée 320-CAS,2020-2021,Casablanca-Settat,CAS,Benslimane,Rural,Privé,Qualifiant,28,372,1988,0,0,0,1,0,29.40027,-9.88666
ETB12454,École 407-RAB,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Privé,Primaire,31,251,1986,0,0,1,0,0,32.34119,-3.52682
ETB12455,Lycée 469-RAB,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Public,Qualifiant,27,324,1979,0,1,1,1,0,33.4234,-9.71212
ETB12456,Collège 343-FES,2019-2020,Fès-Meknès,FES,Meknès,Rural,Public,Collégial,6,400,1994,1,0,1,0,1,32.21218,-2.94443
ETB12457,Collège 339-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Public,Collégial,6,707,2019,0,0,1,1,1,35.30984,-10.97917
ETB12458,École 329-CAS,2021-2022,Casablanca-Settat,CAS,Settat,Urbain,Privé,Primaire,5,164,1963,0,0,0,1,0,29.37476,-10.37272
ETB12459,École 409-BMK,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Public,Primaire,16,246,2014,1,0,0,1,0,33.70233,-5.74609
ETB12460,École 376-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,32,165,1993,1,1,1,1,0,35.65961,-7.36516
ETB12461,Collège 287-CAS,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Collégial,15,701,1986,1,1,0,1,1,34.24644,-2.68278
ETB12462,École 194-ORI,2018-2019,Oriental,ORI,Taourirt,Rural,Public,Primaire,20,317,1966,1,0,1,1,1,35.84925,-13.14259
ETB12463,École 63-ORI,2016-2017,Oriental,ORI,Nador,Urbain,Public,Primaire,21,403,1993,1,0,0,0,1,28.26657,-4.80311
ETB12464,Jardin 128-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Public,Préscolaire,9,56,2001,0,0,1,1,1,33.62542,-10.14013
ETB12465,Lycée 14-SOU,2019-2020,Souss-Massa,SOU,Tata,Urbain,Public,Qualifiant,16,350,1963,0,0,1,1,0,32.91921,-7.49367
ETB12466,École 169-MAR,2023-2024,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Public,Primaire,11,420,1970,1,0,0,1,0,28.23664,-8.10099
ETB12467,École 325-MAR,2019-2020,Marrakech-Safi,MAR,Essaouira,Urbain,Public,Primaire,19,388,2007,1,1,1,1,0,34.001,-6.88013
ETB12468,Lycée 264-CAS,2021-2022,Casablanca-Settat,CAS,Settat,Urbain,Public,Qualifiant,18,316,2010,0,0,0,0,0,33.76409,-12.50283
ETB12469,École 44-CAS,2017-2018,Casablanca-Settat,CAS,Settat,Urbain,Privé,Primaire,19,453,1987,1,1,1,1,1,35.50484,-10.34281
ETB12470,Université 2-MAR,2022-2023,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Privé,Supérieur,6,3191,1963,0,0,1,1,0,31.73289,-4.5284
ETB12471,OFPPT 136-BMK,2016-2017,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Privé,Formation Professionnelle,34,308,1966,0,0,1,0,1,35.62851,-12.11675
ETB12472,Collège 11-BMK,2015-2016,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Privé,Collégial,31,295,1964,0,1,1,1,0,31.8265,-3.96496
ETB12473,École 441-CAS,2022-2023,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Primaire,17,198,2005,1,0,1,0,0,34.13012,-7.20693
ETB12474,Lycée 49-MAR,2022-2023,Marrakech-Safi,MAR,Chichaoua,Urbain,Public,Qualifiant,19,308,1978,0,0,1,0,0,33.6693,-8.45398
ETB12475,École 492-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Privé,Primaire,6,328,1982,0,1,1,0,1,33.5325,-1.16722
ETB12476,Collège 169-FES,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Urbain,Public,Collégial,9,516,1960,0,1,1,1,1,34.3806,-3.85055
ETB12477,École 369-FES,2020-2021,Fès-Meknès,FES,Moulay Yacoub,Rural,Public,Primaire,21,314,2008,0,1,1,1,0,28.46134,-2.17325
ETB12478,Lycée 170-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Public,Qualifiant,5,493,2012,1,0,1,1,0,32.9482,-6.86693
ETB12479,Université 396-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Supérieur,14,2100,1968,0,0,1,1,0,29.6166,-3.79571
ETB12480,École 19-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Privé,Primaire,33,166,1978,0,0,1,0,1,28.63731,-3.01095
ETB12481,Lycée 165-ORI,2018-2019,Oriental,ORI,Nador,Rural,Public,Qualifiant,25,494,1975,0,0,0,0,0,35.2838,-3.56887
ETB12482,Lycée 113-SOU,2019-2020,Souss-Massa,SOU,Taroudannt,Rural,Public,Qualifiant,24,633,2009,0,0,1,1,1,33.84081,-5.82652
ETB12483,Collège 204-CAS,2016-2017,Casablanca-Settat,CAS,Berrechid,Urbain,Public,Collégial,11,357,1971,0,1,1,1,0,28.28939,-6.09778
ETB12484,École 283-DRA,2015-2016,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Privé,Primaire,4,493,1977,1,0,1,1,0,31.02021,-3.3568
ETB12485,Lycée 230-FES,2017-2018,Fès-Meknès,FES,Fès,Urbain,Public,Qualifiant,27,380,1990,0,0,1,1,1,34.81746,-7.88137
ETB12486,Collège 40-BMK,2019-2020,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Public,Collégial,26,518,2008,0,1,0,1,1,32.96738,-2.51868
ETB12487,École 366-DRA,2021-2022,Drâa-Tafilalet,DRA,Zagora,Rural,Public,Primaire,5,334,2016,1,0,1,1,0,33.89445,-6.95307
ETB12488,Lycée 71-MAR,2023-2024,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Public,Qualifiant,22,313,1964,0,0,1,1,0,33.87064,-9.34314
ETB12489,Collège 144-TAN,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Privé,Collégial,15,631,2018,1,1,1,1,1,31.04014,-12.95227
ETB12490,École 292-RAB,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,29,412,1985,1,1,1,1,1,34.53938,-7.70336
ETB12491,Collège 433-MAR,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Public,Collégial,34,575,2003,0,1,1,1,0,35.76475,-12.0397
ETB12492,Lycée 292-SOU,2017-2018,Souss-Massa,SOU,Taroudannt,Urbain,Public,Qualifiant,21,278,1964,0,1,0,1,0,35.74805,-5.10093
ETB12493,École 468-DAK,2020-2021,Dakhla-Oued Eddahab,DAK,Dakhla,Rural,Privé,Primaire,33,295,1968,0,0,1,0,0,33.82913,-1.49014
ETB12494,Lycée 491-FES,2023-2024,Fès-Meknès,FES,Ifrane,Urbain,Privé,Qualifiant,21,395,1971,0,0,1,0,1,29.77279,-2.11043
ETB12495,École 233-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Public,Primaire,29,330,1984,1,0,1,1,0,33.21137,-5.08774
ETB12496,École 160-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,8,365,2008,1,0,0,1,1,31.32119,-5.04636
ETB12497,École 309-RAB,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Privé,Primaire,6,291,1979,1,1,1,0,0,28.28263,-12.83391
ETB12498,École 151-CAS,2022-2023,Casablanca-Settat,CAS,El Jadida,Rural,Public,Primaire,8,451,2008,1,1,1,0,1,32.15774,-3.36281
ETB12499,École 344-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Public,Primaire,7,242,2012,1,1,0,1,0,32.46737,-5.61003
ETB12500,École 425-DRA,2019-2020,Drâa-Tafilalet,DRA,Midelt,Urbain,Public,Primaire,23,370,1968,1,1,0,0,1,35.85556,-11.67447
ETB12501,Collège 376-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Public,Collégial,15,539,2011,1,0,0,0,1,35.22434,-2.40674
ETB12502,Jardin 161-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Public,Préscolaire,12,46,1977,1,0,1,0,1,31.28597,-8.10295
ETB12503,École 268-FES,2022-2023,Fès-Meknès,FES,Fès,Rural,Public,Primaire,26,268,2013,1,0,1,1,1,32.06674,-8.57966
ETB12504,Collège 76-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Privé,Collégial,17,509,1972,0,0,0,1,0,31.26407,-2.63288
ETB12505,Collège 127-DRA,2019-2020,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Public,Collégial,18,450,1978,1,0,1,1,0,35.32137,-9.22436
ETB12506,Jardin 162-TAN,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Préscolaire,16,68,1986,1,0,1,1,0,29.11814,-12.24931
ETB12507,École 2-SOU,2022-2023,Souss-Massa,SOU,Tiznit,Rural,Privé,Primaire,27,376,2000,0,1,1,1,0,31.29794,-10.77795
ETB12508,Collège 332-CAS,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Public,Collégial,4,385,2008,0,0,1,1,0,35.14326,-9.39084
ETB12509,École 429-MAR,2017-2018,Marrakech-Safi,MAR,Essaouira,Rural,Privé,Primaire,30,293,2017,0,1,0,0,1,28.03486,-13.03754
ETB12510,OFPPT 127-SOU,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Public,Formation Professionnelle,31,305,1989,0,0,1,1,0,32.40387,-2.59167
ETB12511,École 215-SOU,2017-2018,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Public,Primaire,23,407,2011,1,1,1,1,0,29.89083,-8.37134
ETB12512,Jardin 181-SOU,2021-2022,Souss-Massa,SOU,Taroudannt,Rural,Privé,Préscolaire,12,65,1964,0,0,1,0,1,34.67274,-1.57456
ETB12513,École 84-TAN,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Public,Primaire,26,252,1999,1,0,1,0,0,28.1694,-2.80195
ETB12514,Collège 477-MAR,2020-2021,Marrakech-Safi,MAR,Safi,Urbain,Public,Collégial,33,371,1968,0,1,0,1,0,34.71487,-11.11448
ETB12515,École 222-CAS,2018-2019,Casablanca-Settat,CAS,Settat,Rural,Public,Primaire,18,313,1987,1,0,0,0,0,31.70999,-8.71545
ETB12516,Collège 211-FES,2015-2016,Fès-Meknès,FES,Ifrane,Rural,Public,Collégial,10,549,1992,1,0,0,0,1,28.22401,-11.38997
ETB12517,Collège 438-RAB,2020-2021,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Public,Collégial,34,419,1984,0,0,1,1,1,34.59028,-12.28369
ETB12518,École 310-BMK,2018-2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Public,Primaire,4,343,2003,1,1,0,1,1,29.57696,-10.92025
ETB12519,École 151-CAS,2020-2021,Casablanca-Settat,CAS,Mohammadia,Rural,Public,Primaire,9,206,2016,1,0,0,0,0,35.73497,-2.94705
ETB12520,Lycée 435-MAR,2019-2020,Marrakech-Safi,MAR,Safi,Urbain,Privé,Qualifiant,17,424,1991,0,1,0,0,1,28.6005,-2.8784
ETB12521,École 42-ORI,2016-2017,Oriental,ORI,Figuig,Urbain,Privé,Primaire,6,292,2011,0,1,0,1,0,33.14713,-2.38662
ETB12522,École 117-RAB,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Public,Primaire,26,247,1993,0,1,0,1,1,34.2748,-12.07445
ETB12523,École 404-BMK,2015-2016,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Privé,Primaire,31,270,1993,1,0,0,1,1,30.67029,-12.97313
ETB12524,Jardin 467-FES,2017-2018,Fès-Meknès,FES,Taounate,Rural,Public,Préscolaire,16,80,1967,1,1,0,1,1,28.8727,-8.24193
ETB12525,École 411-CAS,2018-2019,Casablanca-Settat,CAS,Settat,Urbain,Public,Primaire,8,402,2017,1,0,1,1,1,30.15134,-10.88241
ETB12526,Jardin 36-CAS,2016-2017,Casablanca-Settat,CAS,El Jadida,Urbain,Privé,Préscolaire,25,67,1979,0,1,1,1,1,34.69111,-3.47092
ETB12527,École 470-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Urbain,Public,Primaire,7,275,1970,0,0,1,0,0,28.89229,-8.4318
ETB12528,École 159-MAR,2020-2021,Marrakech-Safi,MAR,Marrakech,Rural,Public,Primaire,31,339,1965,0,0,0,1,1,32.46986,-12.74578
ETB12529,École 13-CAS,2021-2022,Casablanca-Settat,CAS,Berrechid,Rural,Public,Primaire,12,318,1962,1,0,0,1,0,27.75996,-1.06295
ETB12530,Collège 52-FES,2020-2021,Fès-Meknès,FES,Taounate,Urbain,Public,Collégial,13,656,1998,1,0,0,1,0,34.78205,-6.47203
ETB12531,Jardin 243-SOU,2017-2018,Souss-Massa,SOU,Taroudannt,Urbain,Public,Préscolaire,4,47,2019,1,0,0,0,1,34.35302,-7.71163
ETB12532,École 232-TAN,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Public,Primaire,17,350,1973,1,1,0,0,1,29.46208,-6.80162
ETB12533,Lycée 74-SOU,2020-2021,Souss-Massa,SOU,Tiznit,Urbain,Public,Qualifiant,23,441,1963,1,0,1,1,0,31.77729,-8.15228
ETB12534,École 422-RAB,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Public,Primaire,15,241,1970,0,0,1,1,0,33.58311,-12.68576
ETB12535,École 265-TAN,2016-2017,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Public,Primaire,19,211,1977,0,0,0,1,0,29.21081,-10.36468
ETB12536,École 397-FES,2023-2024,Fès-Meknès,FES,El Hajeb,Urbain,Public,Primaire,12,297,2010,1,0,1,1,1,35.36484,-12.63242
ETB12537,École 112-FES,2019-2020,Fès-Meknès,FES,Boulemane,Urbain,Public,Primaire,18,301,1972,0,0,0,0,0,35.66835,-9.70651
ETB12538,École 352-ORI,2015-2016,Oriental,ORI,Figuig,Urbain,Public,Primaire,16,431,1966,0,1,0,0,1,32.325,-11.42722
ETB12539,École 380-CAS,2020-2021,Casablanca-Settat,CAS,Khouribga,Rural,Public,Primaire,22,326,1960,1,1,1,1,1,35.65318,-1.07178
ETB12540,Lycée 375-CAS,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Public,Qualifiant,31,417,1979,1,0,1,1,0,34.66289,-9.32508
ETB12541,École 336-MAR,2018-2019,Marrakech-Safi,MAR,Safi,Rural,Public,Primaire,32,409,1987,1,1,1,0,0,29.54909,-12.57266
ETB12542,Collège 490-CAS,2015-2016,Casablanca-Settat,CAS,Benslimane,Rural,Public,Collégial,15,345,2004,0,0,0,1,0,29.38956,-4.5659
ETB12543,Lycée 454-CAS,2017-2018,Casablanca-Settat,CAS,Casablanca,Rural,Public,Qualifiant,31,293,1979,0,0,0,1,0,30.35544,-6.26066
ETB12544,Lycée 435-CAS,2018-2019,Casablanca-Settat,CAS,Casablanca,Urbain,Privé,Qualifiant,14,166,1975,1,1,1,1,1,33.08979,-5.3572
ETB12545,Jardin 416-CAS,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Privé,Préscolaire,27,79,2004,0,1,1,1,0,33.83276,-4.31671
ETB12546,Lycée 271-FES,2018-2019,Fès-Meknès,FES,Fès,Urbain,Privé,Qualifiant,17,432,2006,1,0,0,1,1,32.09366,-12.43106
