id_abandon,annee_scolaire,region,code_region,province,milieu,cycle,niveau_classe,genre,age_abandon,motif_principal,distance_etablissement,revenu_menage_mensuel,nb_enfants_menage,parent_analphabete,retour_ecole
AB403543,2017-2018,Casablanca-Settat,CAS,Settat,Urbain,Collégial,Année 2,Féminin,15,Difficultés scolaires,1–5 km,2000-4000 MAD,5,1,0
AB403544,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Primaire,Année 6,Masculin,7,Difficultés scolaires,1–5 km,4000-7000 MAD,2,0,1
AB403545,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Qualifiant,Année 1,Féminin,17,Mariage précoce,< 1 km,> 7000 MAD,8,0,0
AB403546,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 3,Féminin,13,Travail enfant,1–5 km,< 2000 MAD,4,1,0
AB403547,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Primaire,Année 5,Masculin,10,Difficultés économiques,< 1 km,2000-4000 MAD,2,1,1
AB403548,2022-2023,Oriental,ORI,Driouch,Rural,Qualifiant,Année 1,Masculin,17,Autre,5–15 km,< 2000 MAD,7,1,0
AB403549,2021-2022,Marrakech-Safi,MAR,Al Haouz,Urbain,Qualifiant,Année 3,Masculin,18,Difficultés scolaires,5–15 km,2000-4000 MAD,5,1,0
AB403550,2022-2023,Casablanca-Settat,CAS,Settat,Urbain,Collégial,Année 3,Masculin,15,Autre,< 1 km,2000-4000 MAD,2,0,0
AB403551,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Qualifiant,Année 3,Masculin,18,Difficultés économiques,1–5 km,< 2000 MAD,2,1,0
AB403552,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Collégial,Année 2,Masculin,13,Travail enfant,1–5 km,2000-4000 MAD,2,1,0
AB403553,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Collégial,Année 2,Féminin,14,Mariage précoce,< 1 km,4000-7000 MAD,4,1,0
AB403554,2020-2021,Drâa-Tafilalet,DRA,Zagora,Rural,Qualifiant,Année 2,Féminin,17,Difficultés économiques,< 1 km,4000-7000 MAD,1,1,0
AB403555,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Qualifiant,Année 3,Masculin,17,Manque d'infrastructures,< 1 km,2000-4000 MAD,4,1,1
AB403556,2021-2022,Marrakech-Safi,MAR,Chichaoua,Urbain,Primaire,Année 6,Masculin,9,Mariage précoce,< 1 km,> 7000 MAD,6,0,0
AB403557,2019-2020,Fès-Meknès,FES,Fès,Urbain,Qualifiant,Année 2,Féminin,18,Autre,> 15 km,2000-4000 MAD,4,0,1
AB403558,2017-2018,Fès-Meknès,FES,Ifrane,Rural,Qualifiant,Année 2,Féminin,17,Difficultés scolaires,5–15 km,2000-4000 MAD,4,0,0
AB403559,2017-2018,Souss-Massa,SOU,Taroudannt,Rural,Qualifiant,Année 2,Féminin,18,Difficultés économiques,> 15 km,< 2000 MAD,6,0,0
AB403560,2022-2023,Marrakech-Safi,MAR,Marrakech,Urbain,Qualifiant,Année 2,Masculin,18,Éloignement de l'établissement,1–5 km,2000-4000 MAD,8,1,0
AB403561,2021-2022,Fès-Meknès,FES,Taza,Rural,Qualifiant,Année 3,Masculin,18,Éloignement de l'établissement,< 1 km,2000-4000 MAD,7,1,0
AB403562,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Collégial,Année 2,Masculin,14,Travail enfant,< 1 km,> 7000 MAD,3,1,1
AB403563,2021-2022,Fès-Meknès,FES,El Hajeb,Rural,Qualifiant,Année 2,Masculin,16,Manque d'infrastructures,< 1 km,< 2000 MAD,2,1,0
AB403564,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Primaire,Année 3,Féminin,11,Difficultés économiques,1–5 km,4000-7000 MAD,8,0,1
AB403565,2018-2019,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,2000-4000 MAD,7,0,0
AB403566,2020-2021,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Collégial,Année 1,Féminin,14,Travail enfant,5–15 km,2000-4000 MAD,8,1,0
AB403567,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 3,Masculin,15,Grossesse,< 1 km,> 7000 MAD,1,0,0
AB403568,2017-2018,Fès-Meknès,FES,Meknès,Urbain,Collégial,Année 3,Féminin,15,Éloignement de l'établissement,< 1 km,< 2000 MAD,5,0,0
AB403569,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Primaire,Année 2,Féminin,10,Éloignement de l'établissement,< 1 km,4000-7000 MAD,4,0,0
AB403570,2023-2024,Casablanca-Settat,CAS,Mohammadia,Rural,Qualifiant,Année 3,Masculin,18,Manque d'infrastructures,> 15 km,2000-4000 MAD,2,0,0
AB403571,2020-2021,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Primaire,Année 3,Féminin,10,Difficultés scolaires,> 15 km,4000-7000 MAD,1,1,0
AB403572,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Collégial,Année 2,Masculin,13,Manque d'infrastructures,> 15 km,< 2000 MAD,6,1,0
AB403573,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Primaire,Année 1,Masculin,11,Difficultés scolaires,1–5 km,2000-4000 MAD,8,1,0
AB403574,2016-2017,Souss-Massa,SOU,Tata,Rural,Primaire,Année 2,Masculin,10,Handicap,1–5 km,4000-7000 MAD,7,0,0
AB403575,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Primaire,Année 5,Masculin,7,Éloignement de l'établissement,1–5 km,< 2000 MAD,4,1,0
AB403576,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Rural,Collégial,Année 2,Féminin,15,Autre,1–5 km,< 2000 MAD,4,1,0
AB403577,2020-2021,Marrakech-Safi,MAR,Youssoufia,Urbain,Collégial,Année 2,Masculin,15,Éloignement de l'établissement,1–5 km,4000-7000 MAD,3,1,0
AB403578,2016-2017,Fès-Meknès,FES,Boulemane,Urbain,Primaire,Année 5,Masculin,11,Éloignement de l'établissement,> 15 km,2000-4000 MAD,8,1,0
AB403579,2015-2016,Marrakech-Safi,MAR,Al Haouz,Rural,Qualifiant,Année 3,Masculin,18,Handicap,> 15 km,2000-4000 MAD,8,1,1
AB403580,2016-2017,Casablanca-Settat,CAS,Mohammadia,Rural,Collégial,Année 1,Masculin,13,Éloignement de l'établissement,< 1 km,2000-4000 MAD,7,1,0
AB403581,2016-2017,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 1,Masculin,18,Mariage précoce,< 1 km,2000-4000 MAD,8,1,1
AB403582,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Qualifiant,Année 1,Masculin,16,Difficultés économiques,1–5 km,2000-4000 MAD,5,0,0
AB403583,2023-2024,Casablanca-Settat,CAS,Sidi Bennour,Rural,Collégial,Année 3,Masculin,15,Éloignement de l'établissement,1–5 km,2000-4000 MAD,2,1,0
AB403584,2017-2018,Souss-Massa,SOU,Taroudannt,Rural,Collégial,Année 1,Masculin,15,Travail enfant,> 15 km,2000-4000 MAD,5,1,0
AB403585,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Primaire,Année 4,Féminin,12,Éloignement de l'établissement,5–15 km,< 2000 MAD,8,1,0
AB403586,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Collégial,Année 2,Féminin,14,Difficultés scolaires,< 1 km,< 2000 MAD,5,1,1
AB403587,2023-2024,Fès-Meknès,FES,Taounate,Rural,Qualifiant,Année 3,Masculin,16,Travail enfant,5–15 km,2000-4000 MAD,4,1,1
AB403588,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Primaire,Année 3,Féminin,7,Difficultés économiques,< 1 km,4000-7000 MAD,3,0,0
AB403589,2022-2023,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Primaire,Année 5,Féminin,9,Travail enfant,1–5 km,2000-4000 MAD,4,1,1
AB403590,2017-2018,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,4000-7000 MAD,7,1,0
AB403591,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Collégial,Année 3,Féminin,13,Difficultés scolaires,> 15 km,< 2000 MAD,3,0,1
AB403592,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,< 2000 MAD,6,0,0
AB403593,2020-2021,Casablanca-Settat,CAS,Sidi Bennour,Rural,Collégial,Année 1,Féminin,14,Difficultés scolaires,5–15 km,> 7000 MAD,2,1,0
AB403594,2018-2019,Casablanca-Settat,CAS,Benslimane,Rural,Collégial,Année 1,Masculin,15,Manque d'infrastructures,< 1 km,4000-7000 MAD,1,0,0
AB403595,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Rural,Primaire,Année 3,Masculin,8,Éloignement de l'établissement,5–15 km,2000-4000 MAD,6,1,1
AB403596,2020-2021,Casablanca-Settat,CAS,Casablanca,Rural,Qualifiant,Année 2,Féminin,18,Travail enfant,1–5 km,2000-4000 MAD,1,1,1
AB403597,2017-2018,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Qualifiant,Année 3,Masculin,17,Grossesse,1–5 km,4000-7000 MAD,6,0,1
AB403598,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Primaire,Année 2,Féminin,9,Éloignement de l'établissement,1–5 km,> 7000 MAD,5,1,0
AB403599,2023-2024,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 1,Féminin,13,Travail enfant,< 1 km,2000-4000 MAD,5,1,0
AB403600,2021-2022,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Collégial,Année 2,Masculin,15,Difficultés scolaires,1–5 km,2000-4000 MAD,5,0,1
AB403601,2020-2021,Fès-Meknès,FES,Meknès,Urbain,Primaire,Année 1,Masculin,7,Éloignement de l'établissement,< 1 km,< 2000 MAD,3,1,0
AB403602,2017-2018,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Qualifiant,Année 1,Masculin,18,Difficultés économiques,1–5 km,< 2000 MAD,8,0,1
AB403603,2019-2020,Casablanca-Settat,CAS,Casablanca,Urbain,Primaire,Année 5,Masculin,8,Handicap,< 1 km,< 2000 MAD,4,1,0
AB403604,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Collégial,Année 1,Féminin,15,Travail enfant,5–15 km,2000-4000 MAD,3,1,1
AB403605,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Qualifiant,Année 3,Féminin,18,Difficultés scolaires,1–5 km,2000-4000 MAD,7,0,1
AB403606,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Primaire,Année 6,Féminin,10,Travail enfant,1–5 km,2000-4000 MAD,6,0,0
AB403607,2018-2019,Fès-Meknès,FES,Fès,Urbain,Qualifiant,Année 1,Masculin,16,Difficultés économiques,> 15 km,2000-4000 MAD,4,0,0
AB403608,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Qualifiant,Année 3,Masculin,16,Difficultés économiques,< 1 km,2000-4000 MAD,7,0,1
AB403609,2019-2020,Marrakech-Safi,MAR,Chichaoua,Rural,Collégial,Année 1,Masculin,15,Éloignement de l'établissement,> 15 km,4000-7000 MAD,5,1,0
AB403610,2022-2023,Oriental,ORI,Jerada,Rural,Primaire,Année 2,Masculin,10,Éloignement de l'établissement,> 15 km,< 2000 MAD,3,1,0
AB403611,2019-2020,Oriental,ORI,Oujda-Angad,Urbain,Qualifiant,Année 2,Masculin,16,Difficultés économiques,< 1 km,2000-4000 MAD,6,1,1
AB403612,2023-2024,Oriental,ORI,Driouch,Rural,Primaire,Année 4,Masculin,12,Difficultés scolaires,1–5 km,< 2000 MAD,4,0,1
AB403613,2017-2018,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Primaire,Année 6,Masculin,7,Éloignement de l'établissement,1–5 km,2000-4000 MAD,5,1,0
AB403614,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Qualifiant,Année 2,Féminin,17,Autre,5–15 km,< 2000 MAD,6,1,0
AB403615,2023-2024,Casablanca-Settat,CAS,Settat,Urbain,Qualifiant,Année 2,Masculin,17,Mariage précoce,< 1 km,2000-4000 MAD,6,0,1
AB403616,2015-2016,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 3,Masculin,15,Autre,> 15 km,< 2000 MAD,4,1,0
AB403617,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Qualifiant,Année 3,Masculin,18,Autre,> 15 km,4000-7000 MAD,8,0,0
AB403618,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Qualifiant,Année 1,Masculin,16,Mariage précoce,1–5 km,4000-7000 MAD,6,0,0
AB403619,2015-2016,Oriental,ORI,Jerada,Urbain,Primaire,Année 6,Masculin,12,Difficultés scolaires,< 1 km,< 2000 MAD,7,0,0
AB403620,2023-2024,Drâa-Tafilalet,DRA,Tinghir,Rural,Collégial,Année 3,Masculin,14,Mariage précoce,< 1 km,< 2000 MAD,4,1,0
AB403621,2015-2016,Fès-Meknès,FES,Boulemane,Urbain,Collégial,Année 1,Masculin,13,Manque d'infrastructures,1–5 km,4000-7000 MAD,2,1,0
AB403622,2016-2017,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Urbain,Collégial,Année 3,Féminin,15,Handicap,1–5 km,> 7000 MAD,3,1,0
AB403623,2019-2020,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Collégial,Année 1,Masculin,14,Travail enfant,< 1 km,< 2000 MAD,6,0,0
AB403624,2017-2018,Casablanca-Settat,CAS,Berrechid,Rural,Primaire,Année 6,Masculin,12,Travail enfant,5–15 km,> 7000 MAD,8,0,1
AB403625,2022-2023,Drâa-Tafilalet,DRA,Tinghir,Rural,Qualifiant,Année 1,Féminin,18,Mariage précoce,1–5 km,4000-7000 MAD,4,0,1
AB403626,2015-2016,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Primaire,Année 1,Féminin,8,Éloignement de l'établissement,1–5 km,< 2000 MAD,4,1,0
AB403627,2016-2017,Oriental,ORI,Figuig,Urbain,Collégial,Année 2,Masculin,15,Travail enfant,5–15 km,< 2000 MAD,7,1,0
AB403628,2015-2016,Casablanca-Settat,CAS,Sidi Bennour,Urbain,Qualifiant,Année 2,Féminin,17,Difficultés économiques,< 1 km,< 2000 MAD,5,1,1
AB403629,2020-2021,Casablanca-Settat,CAS,Settat,Rural,Primaire,Année 6,Féminin,8,Difficultés scolaires,1–5 km,4000-7000 MAD,1,0,0
AB403630,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Primaire,Année 4,Féminin,10,Handicap,1–5 km,2000-4000 MAD,5,0,0
AB403631,2017-2018,Fès-Meknès,FES,El Hajeb,Urbain,Qualifiant,Année 1,Féminin,18,Difficultés économiques,5–15 km,2000-4000 MAD,1,0,1
AB403632,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Collégial,Année 2,Masculin,15,Difficultés économiques,< 1 km,< 2000 MAD,7,0,0
AB403633,2022-2023,Oriental,ORI,Oujda-Angad,Urbain,Qualifiant,Année 3,Féminin,16,Difficultés économiques,< 1 km,< 2000 MAD,7,0,0
AB403634,2020-2021,Fès-Meknès,FES,Séfrou,Rural,Collégial,Année 3,Féminin,15,Mariage précoce,5–15 km,2000-4000 MAD,2,1,1
AB403635,2015-2016,Fès-Meknès,FES,Séfrou,Urbain,Collégial,Année 2,Masculin,14,Grossesse,1–5 km,2000-4000 MAD,3,0,0
AB403636,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Urbain,Collégial,Année 2,Masculin,14,Difficultés économiques,1–5 km,4000-7000 MAD,7,0,0
AB403637,2017-2018,Fès-Meknès,FES,Moulay Yacoub,Urbain,Qualifiant,Année 3,Masculin,17,Autre,< 1 km,< 2000 MAD,1,0,1
AB403638,2022-2023,Casablanca-Settat,CAS,El Jadida,Rural,Collégial,Année 1,Masculin,14,Grossesse,< 1 km,2000-4000 MAD,4,0,0
AB403639,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Collégial,Année 1,Masculin,14,Travail enfant,1–5 km,2000-4000 MAD,6,0,0
AB403640,2018-2019,Souss-Massa,SOU,Tiznit,Urbain,Primaire,Année 4,Masculin,11,Handicap,< 1 km,< 2000 MAD,8,0,0
AB403641,2015-2016,Casablanca-Settat,CAS,Casablanca,Rural,Primaire,Année 3,Masculin,7,Grossesse,< 1 km,4000-7000 MAD,2,1,1
AB403642,2022-2023,Souss-Massa,SOU,Inezgane-Ait Melloul,Rural,Qualifiant,Année 1,Masculin,18,Autre,1–5 km,< 2000 MAD,4,0,0
AB403643,2023-2024,Marrakech-Safi,MAR,Marrakech,Rural,Collégial,Année 3,Féminin,13,Difficultés scolaires,1–5 km,< 2000 MAD,6,1,0
AB403644,2018-2019,Drâa-Tafilalet,DRA,Midelt,Rural,Qualifiant,Année 3,Masculin,18,Difficultés scolaires,5–15 km,< 2000 MAD,8,0,0
AB403645,2015-2016,Oriental,ORI,Taourirt,Rural,Qualifiant,Année 3,Féminin,18,Travail enfant,1–5 km,4000-7000 MAD,8,1,0
AB403646,2017-2018,Marrakech-Safi,MAR,Youssoufia,Rural,Collégial,Année 2,Masculin,13,Mariage précoce,< 1 km,< 2000 MAD,5,0,0
AB403647,2015-2016,Marrakech-Safi,MAR,Essaouira,Rural,Collégial,Année 1,Masculin,14,Travail enfant,1–5 km,< 2000 MAD,6,1,0
AB403648,2023-2024,Souss-Massa,SOU,Taroudannt,Urbain,Collégial,Année 1,Féminin,15,Mariage précoce,1–5 km,> 7000 MAD,7,1,1
AB403649,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Rural,Collégial,Année 2,Masculin,13,Grossesse,5–15 km,4000-7000 MAD,4,1,0
AB403650,2019-2020,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Collégial,Année 2,Masculin,14,Mariage précoce,5–15 km,4000-7000 MAD,6,0,0
AB403651,2019-2020,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 3,Féminin,14,Difficultés économiques,< 1 km,2000-4000 MAD,4,1,1
AB403652,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Rural,Primaire,Année 5,Masculin,8,Difficultés scolaires,< 1 km,4000-7000 MAD,4,1,0
AB403653,2019-2020,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 3,Masculin,14,Difficultés économiques,> 15 km,< 2000 MAD,3,0,0
AB403654,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Qualifiant,Année 2,Féminin,16,Manque d'infrastructures,1–5 km,4000-7000 MAD,4,1,0
AB403655,2018-2019,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Collégial,Année 3,Féminin,14,Difficultés scolaires,1–5 km,< 2000 MAD,4,1,0
AB403656,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Collégial,Année 3,Féminin,13,Travail enfant,< 1 km,4000-7000 MAD,3,0,0
AB403657,2023-2024,Drâa-Tafilalet,DRA,Tinghir,Rural,Collégial,Année 1,Féminin,13,Difficultés scolaires,1–5 km,> 7000 MAD,3,0,0
AB403658,2017-2018,Drâa-Tafilalet,DRA,Tinghir,Rural,Qualifiant,Année 3,Féminin,17,Difficultés économiques,> 15 km,> 7000 MAD,5,1,1
AB403659,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Primaire,Année 1,Masculin,8,Difficultés scolaires,> 15 km,4000-7000 MAD,7,1,0
AB403660,2016-2017,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Collégial,Année 2,Masculin,13,Mariage précoce,1–5 km,4000-7000 MAD,6,0,0
AB403661,2020-2021,Casablanca-Settat,CAS,Berrechid,Rural,Qualifiant,Année 2,Féminin,17,Difficultés scolaires,< 1 km,2000-4000 MAD,4,1,1
AB403662,2017-2018,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Qualifiant,Année 1,Féminin,18,Mariage précoce,1–5 km,< 2000 MAD,2,1,0
AB403663,2017-2018,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Qualifiant,Année 3,Féminin,17,Éloignement de l'établissement,5–15 km,4000-7000 MAD,6,0,0
AB403664,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Qualifiant,Année 2,Féminin,18,Mariage précoce,> 15 km,4000-7000 MAD,2,1,0
AB403665,2015-2016,Marrakech-Safi,MAR,Al Haouz,Rural,Collégial,Année 2,Féminin,15,Difficultés économiques,1–5 km,2000-4000 MAD,5,1,1
AB403666,2018-2019,Fès-Meknès,FES,El Hajeb,Rural,Collégial,Année 1,Masculin,14,Difficultés scolaires,1–5 km,4000-7000 MAD,3,1,1
AB403667,2023-2024,Marrakech-Safi,MAR,Essaouira,Urbain,Qualifiant,Année 3,Féminin,17,Travail enfant,< 1 km,2000-4000 MAD,4,1,0
AB403668,2020-2021,Fès-Meknès,FES,Boulemane,Urbain,Qualifiant,Année 1,Féminin,16,Travail enfant,5–15 km,4000-7000 MAD,6,1,0
AB403669,2023-2024,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Qualifiant,Année 3,Masculin,16,Mariage précoce,< 1 km,< 2000 MAD,1,1,0
AB403670,2015-2016,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 2,Masculin,14,Difficultés économiques,1–5 km,< 2000 MAD,1,1,1
AB403671,2019-2020,Oriental,ORI,Nador,Rural,Qualifiant,Année 3,Masculin,17,Difficultés économiques,> 15 km,> 7000 MAD,3,1,0
AB403672,2016-2017,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Rural,Primaire,Année 6,Masculin,8,Difficultés économiques,1–5 km,2000-4000 MAD,8,1,1
AB403673,2019-2020,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Qualifiant,Année 3,Féminin,16,Travail enfant,> 15 km,< 2000 MAD,3,0,1
AB403674,2018-2019,Marrakech-Safi,MAR,Chichaoua,Rural,Collégial,Année 2,Féminin,13,Éloignement de l'établissement,< 1 km,< 2000 MAD,7,1,0
AB403675,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Primaire,Année 4,Féminin,9,Travail enfant,> 15 km,2000-4000 MAD,7,1,0
AB403676,2023-2024,Casablanca-Settat,CAS,Benslimane,Urbain,Collégial,Année 3,Féminin,13,Difficultés économiques,> 15 km,< 2000 MAD,3,0,0
AB403677,2023-2024,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 1,Féminin,14,Difficultés économiques,> 15 km,4000-7000 MAD,7,1,0
AB403678,2022-2023,Marrakech-Safi,MAR,Youssoufia,Rural,Primaire,Année 1,Masculin,7,Travail enfant,< 1 km,4000-7000 MAD,8,0,0
AB403679,2015-2016,Drâa-Tafilalet,DRA,Zagora,Rural,Collégial,Année 3,Masculin,15,Difficultés scolaires,1–5 km,< 2000 MAD,4,0,0
AB403680,2021-2022,Marrakech-Safi,MAR,Safi,Urbain,Collégial,Année 2,Masculin,15,Travail enfant,1–5 km,2000-4000 MAD,6,1,0
AB403681,2015-2016,Casablanca-Settat,CAS,Benslimane,Urbain,Primaire,Année 3,Masculin,10,Difficultés économiques,< 1 km,< 2000 MAD,3,1,0
AB403682,2021-2022,Casablanca-Settat,CAS,Casablanca,Rural,Collégial,Année 2,Féminin,15,Difficultés scolaires,1–5 km,< 2000 MAD,6,0,0
AB403683,2020-2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Collégial,Année 3,Masculin,15,Mariage précoce,1–5 km,4000-7000 MAD,3,1,0
AB403684,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Urbain,Qualifiant,Année 2,Masculin,17,Éloignement de l'établissement,> 15 km,2000-4000 MAD,7,1,0
AB403685,2023-2024,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Primaire,Année 4,Féminin,8,Handicap,< 1 km,4000-7000 MAD,4,0,0
AB403686,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Primaire,Année 3,Masculin,12,Difficultés économiques,1–5 km,2000-4000 MAD,4,1,0
AB403687,2023-2024,Oriental,ORI,Oujda-Angad,Urbain,Qualifiant,Année 1,Féminin,16,Éloignement de l'établissement,5–15 km,2000-4000 MAD,8,1,0
AB403688,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Rural,Qualifiant,Année 3,Masculin,18,Mariage précoce,1–5 km,> 7000 MAD,2,0,1
AB403689,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Collégial,Année 3,Masculin,13,Difficultés économiques,< 1 km,< 2000 MAD,4,0,0
AB403690,2022-2023,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Primaire,Année 2,Féminin,12,Manque d'infrastructures,1–5 km,< 2000 MAD,7,0,0
AB403691,2017-2018,Souss-Massa,SOU,Tata,Urbain,Primaire,Année 1,Masculin,10,Difficultés économiques,< 1 km,> 7000 MAD,3,1,1
AB403692,2021-2022,Fès-Meknès,FES,Taza,Rural,Primaire,Année 3,Féminin,9,Manque d'infrastructures,1–5 km,4000-7000 MAD,8,1,0
AB403693,2021-2022,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Qualifiant,Année 1,Masculin,18,Éloignement de l'établissement,> 15 km,> 7000 MAD,3,0,0
AB403694,2023-2024,Casablanca-Settat,CAS,Settat,Rural,Collégial,Année 3,Masculin,13,Mariage précoce,1–5 km,< 2000 MAD,3,1,0
AB403695,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Urbain,Primaire,Année 6,Féminin,10,Manque d'infrastructures,< 1 km,> 7000 MAD,8,0,0
AB403696,2021-2022,Casablanca-Settat,CAS,Casablanca,Urbain,Collégial,Année 3,Féminin,13,Éloignement de l'établissement,5–15 km,< 2000 MAD,5,1,0
AB403697,2016-2017,Casablanca-Settat,CAS,El Jadida,Rural,Qualifiant,Année 3,Masculin,17,Difficultés scolaires,1–5 km,2000-4000 MAD,1,1,0
AB403698,2018-2019,Casablanca-Settat,CAS,Settat,Rural,Qualifiant,Année 1,Féminin,17,Manque d'infrastructures,< 1 km,4000-7000 MAD,5,0,0
AB403699,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Primaire,Année 2,Féminin,7,Éloignement de l'établissement,< 1 km,4000-7000 MAD,6,1,0
AB403700,2016-2017,Marrakech-Safi,MAR,Youssoufia,Rural,Primaire,Année 5,Masculin,7,Mariage précoce,1–5 km,< 2000 MAD,7,0,0
AB403701,2022-2023,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Collégial,Année 1,Masculin,14,Travail enfant,1–5 km,< 2000 MAD,8,1,1
AB403702,2018-2019,Casablanca-Settat,CAS,Khouribga,Rural,Primaire,Année 4,Masculin,8,Mariage précoce,1–5 km,2000-4000 MAD,6,0,0
AB403703,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Collégial,Année 3,Féminin,13,Éloignement de l'établissement,< 1 km,2000-4000 MAD,5,0,0
