id_enseignant,annee_scolaire,region,code_region,province,milieu,genre,cycle_enseigne,categorie,matiere,anciennete_annees,salaire_mensuel_mad,heures_semaine,formation_continue,jours_absence
ENS207586,2023-2024,Oriental,ORI,Nador,Rural,Féminin,Primaire,Contractuel,Éducation islamique,19,4237,20,1,18
ENS207587,2017-2018,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Féminin,Primaire,Vacataire,Français,2,2289,18,1,0
ENS207588,2018-2019,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,Collégial,Contractuel,Physique-Chimie,32,3895,28,1,0
ENS207589,2016-2017,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Collégial,Contractuel,Sciences,28,4186,31,1,0
ENS207590,2020-2021,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,Primaire,Professeur certifié,Sciences,25,4942,24,1,0
ENS207591,2020-2021,Fès-Meknès,FES,Séfrou,Urbain,Féminin,Primaire,Professeur certifié,Physique-Chimie,23,6841,20,1,15
ENS207592,2020-2021,Guelmim-Oued Noun,GUE,Assa-Zag,Urbain,Féminin,Primaire,Professeur certifié,Philosophie,27,7089,20,1,0
ENS207593,2017-2018,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Féminin,Primaire,Contractuel,Éducation islamique,8,4034,31,1,3
ENS207594,2016-2017,Marrakech-Safi,MAR,Chichaoua,Urbain,Masculin,Collégial,Instituteur,Éducation islamique,31,4789,23,1,0
ENS207595,2020-2021,Casablanca-Settat,CAS,Benslimane,Urbain,Féminin,Collégial,Professeur certifié,Éducation islamique,9,7062,24,0,0
ENS207596,2015-2016,Souss-Massa,SOU,Taroudannt,Urbain,Féminin,Primaire,Instituteur,Sciences,8,5322,23,0,0
ENS207597,2016-2017,Fès-Meknès,FES,Fès,Urbain,Féminin,Primaire,Contractuel,SVT,33,2775,24,0,0
ENS207598,2018-2019,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,Primaire,Contractuel,Histoire-Géo,30,4551,19,1,19
ENS207599,2023-2024,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Collégial,Instituteur,Arabe,8,4275,20,1,17
ENS207600,2017-2018,Oriental,ORI,Berkane,Urbain,Féminin,Primaire,Professeur certifié,Physique-Chimie,14,6755,29,0,21
ENS207601,2016-2017,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Qualifiant,Maître d'enseignement,SVT,24,5285,29,0,0
ENS207602,2022-2023,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,Collégial,Contractuel,Physique-Chimie,29,5139,29,0,23
ENS207603,2020-2021,Souss-Massa,SOU,Tata,Urbain,Masculin,Qualifiant,Contractuel,Sciences,29,3612,24,1,0
ENS207604,2021-2022,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Urbain,Masculin,Primaire,Contractuel,Histoire-Géo,7,4850,26,0,8
ENS207605,2023-2024,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Collégial,Instituteur,Philosophie,25,4477,22,0,3
ENS207606,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Rural,Masculin,Préscolaire,Professeur certifié,Anglais,31,5533,30,1,2
ENS207607,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Tétouan,Urbain,Féminin,Qualifiant,Vacataire,Philosophie,31,2677,18,0,6
ENS207608,2019-2020,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Primaire,Instituteur,Philosophie,17,5041,27,1,5
ENS207609,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Primaire,Instituteur,Français,4,4722,27,0,0
ENS207610,2019-2020,Fès-Meknès,FES,Taza,Rural,Féminin,Primaire,Maître d'enseignement,Histoire-Géo,23,6179,21,1,9
ENS207611,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,Primaire,Contractuel,Sciences,28,4316,25,0,23
ENS207612,2022-2023,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,Préscolaire,Instituteur,Éducation islamique,11,4538,31,0,0
ENS207613,2015-2016,Fès-Meknès,FES,Taounate,Urbain,Masculin,Primaire,Maître d'enseignement,Histoire-Géo,11,5651,30,1,15
ENS207614,2018-2019,Béni Mellal-Khénifra,BMK,Khouribga,Rural,Masculin,Préscolaire,Professeur certifié,Anglais,20,6866,21,0,2
ENS207615,2019-2020,Fès-Meknès,FES,Ifrane,Urbain,Masculin,Qualifiant,Instituteur,Éducation physique,26,3950,21,0,11
ENS207616,2018-2019,Souss-Massa,SOU,Inezgane-Ait Melloul,Urbain,Féminin,Collégial,Professeur certifié,Français,31,6139,30,1,11
ENS207617,2022-2023,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,19,6247,24,0,21
ENS207618,2022-2023,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Primaire,Instituteur,SVT,21,4724,23,0,6
ENS207619,2022-2023,Rabat-Salé-Kénitra,RAB,Kénitra,Urbain,Féminin,Collégial,Maître d'enseignement,Éducation islamique,34,6136,31,0,0
ENS207620,2018-2019,Béni Mellal-Khénifra,BMK,Béni Mellal,Urbain,Masculin,Primaire,Professeur certifié,Physique-Chimie,14,6058,20,0,24
ENS207621,2016-2017,Casablanca-Settat,CAS,Casablanca,Urbain,Masculin,Collégial,Professeur agrégé,Arabe,7,8757,19,0,0
ENS207622,2017-2018,Fès-Meknès,FES,El Hajeb,Rural,Masculin,Primaire,Instituteur,Anglais,17,4717,24,1,0
ENS207623,2023-2024,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Collégial,Professeur certifié,Français,34,6757,28,0,9
ENS207624,2019-2020,Souss-Massa,SOU,Tiznit,Urbain,Féminin,Primaire,Vacataire,Arabe,1,3496,30,0,0
ENS207625,2017-2018,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Masculin,Primaire,Vacataire,Sciences,17,2830,31,1,0
ENS207626,2020-2021,Fès-Meknès,FES,Ifrane,Rural,Masculin,Qualifiant,Maître d'enseignement,Anglais,25,5531,23,1,0
ENS207627,2016-2017,Fès-Meknès,FES,Ifrane,Urbain,Féminin,Primaire,Professeur certifié,Sciences,5,8517,25,0,10
ENS207628,2018-2019,Casablanca-Settat,CAS,Casablanca,Rural,Féminin,Collégial,Maître d'enseignement,Éducation physique,13,5186,31,0,23
ENS207629,2019-2020,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Masculin,Primaire,Contractuel,Anglais,9,5174,30,0,9
ENS207630,2017-2018,Oriental,ORI,Guercif,Urbain,Masculin,Primaire,Instituteur,Physique-Chimie,21,4234,20,0,12
ENS207631,2017-2018,Fès-Meknès,FES,Ifrane,Rural,Féminin,Primaire,Professeur agrégé,Histoire-Géo,9,7744,19,0,18
ENS207632,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Collégial,Contractuel,Philosophie,8,3190,27,1,15
ENS207633,2022-2023,Casablanca-Settat,CAS,Mohammadia,Urbain,Féminin,Primaire,Maître d'enseignement,Éducation islamique,5,5184,26,0,0
ENS207634,2020-2021,Casablanca-Settat,CAS,Casablanca,Urbain,Féminin,Primaire,Professeur certifié,Éducation islamique,32,7408,18,0,10
ENS207635,2020-2021,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,30,5443,24,1,5
ENS207636,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Urbain,Masculin,Collégial,Professeur certifié,Arabe,17,6770,27,0,0
ENS207637,2015-2016,Fès-Meknès,FES,Meknès,Urbain,Féminin,Collégial,Maître d'enseignement,Histoire-Géo,33,4485,18,0,0
ENS207638,2021-2022,Oriental,ORI,Taourirt,Urbain,Féminin,Primaire,Contractuel,Éducation physique,21,3883,25,1,24
ENS207639,2017-2018,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Collégial,Contractuel,Français,14,3146,22,1,6
ENS207640,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Masculin,Primaire,Professeur certifié,Arabe,26,5587,18,1,1
ENS207641,2018-2019,Casablanca-Settat,CAS,Settat,Rural,Féminin,Primaire,Contractuel,Philosophie,19,4132,18,0,2
ENS207642,2021-2022,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Primaire,Contractuel,Sciences,32,4845,28,0,0
ENS207643,2016-2017,Fès-Meknès,FES,Meknès,Urbain,Masculin,Primaire,Maître d'enseignement,Physique-Chimie,8,5714,24,0,0
ENS207644,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,Qualifiant,Instituteur,Arabe,17,3907,25,0,0
ENS207645,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Fahs-Anjra,Rural,Masculin,Primaire,Contractuel,Physique-Chimie,19,4029,23,0,0
ENS207646,2017-2018,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,Primaire,Professeur agrégé,Français,27,8953,24,0,2
ENS207647,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,Collégial,Professeur certifié,Philosophie,6,6964,24,1,0
ENS207648,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Primaire,Instituteur,Éducation physique,26,5526,27,0,18
ENS207649,2015-2016,Oriental,ORI,Guercif,Urbain,Masculin,Primaire,Contractuel,Français,3,5029,29,0,4
ENS207650,2018-2019,Rabat-Salé-Kénitra,RAB,Rabat,Rural,Féminin,Primaire,Professeur certifié,Arabe,20,5748,29,0,7
ENS207651,2016-2017,Oriental,ORI,Taourirt,Urbain,Masculin,Primaire,Professeur agrégé,Philosophie,8,8820,20,0,10
ENS207652,2017-2018,Laâyoune-Sakia El Hamra,LAA,Boujdour,Rural,Féminin,Collégial,Instituteur,Arabe,28,3591,19,0,0
ENS207653,2016-2017,Casablanca-Settat,CAS,Settat,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation physique,15,5604,22,1,0
ENS207654,2015-2016,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Collégial,Professeur agrégé,Éducation physique,25,7511,29,0,0
ENS207655,2022-2023,Casablanca-Settat,CAS,Khouribga,Rural,Féminin,Qualifiant,Contractuel,Arabe,8,4973,31,0,0
ENS207656,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Féminin,Primaire,Maître d'enseignement,Physique-Chimie,5,5373,23,0,21
ENS207657,2019-2020,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Féminin,Primaire,Instituteur,Mathématiques,5,4123,31,0,23
ENS207658,2023-2024,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,Qualifiant,Contractuel,Anglais,3,4073,24,1,20
ENS207659,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Qualifiant,Professeur agrégé,SVT,1,8305,30,1,0
ENS207660,2022-2023,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Féminin,Collégial,Instituteur,Sciences,13,5099,25,1,3
ENS207661,2019-2020,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Collégial,Professeur certifié,Mathématiques,11,6210,24,1,15
ENS207662,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Collégial,Professeur certifié,Éducation islamique,7,6872,19,1,0
ENS207663,2020-2021,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Masculin,Qualifiant,Contractuel,Sciences,33,4601,30,0,22
ENS207664,2015-2016,Rabat-Salé-Kénitra,RAB,Sidi Kacem,Rural,Féminin,Collégial,Instituteur,Sciences,29,6091,26,0,7
ENS207665,2017-2018,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,Primaire,Maître d'enseignement,Français,20,5740,23,0,1
ENS207666,2017-2018,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Préscolaire,Professeur certifié,Éducation islamique,3,6327,21,1,18
ENS207667,2015-2016,Fès-Meknès,FES,Séfrou,Rural,Masculin,Qualifiant,Instituteur,Français,18,5166,20,1,12
ENS207668,2019-2020,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Collégial,Instituteur,SVT,1,5943,18,0,4
ENS207669,2017-2018,Casablanca-Settat,CAS,Sidi Bennour,Rural,Féminin,Primaire,Maître d'enseignement,Français,29,4378,30,0,2
ENS207670,2016-2017,Oriental,ORI,Guercif,Rural,Féminin,Primaire,Professeur certifié,Physique-Chimie,3,7183,30,0,17
ENS207671,2021-2022,Oriental,ORI,Oujda-Angad,Rural,Masculin,Qualifiant,Professeur agrégé,Anglais,21,7695,23,0,0
ENS207672,2016-2017,Casablanca-Settat,CAS,El Jadida,Rural,Féminin,Primaire,Professeur certifié,Physique-Chimie,28,7376,25,1,21
ENS207673,2021-2022,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Qualifiant,Professeur certifié,Anglais,8,6740,27,1,20
ENS207674,2018-2019,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Rural,Masculin,Collégial,Instituteur,Philosophie,17,4854,26,0,17
ENS207675,2015-2016,Marrakech-Safi,MAR,Chichaoua,Rural,Féminin,Primaire,Instituteur,Physique-Chimie,10,6064,23,1,0
ENS207676,2022-2023,Marrakech-Safi,MAR,Safi,Rural,Féminin,Qualifiant,Instituteur,Physique-Chimie,23,4627,24,0,14
ENS207677,2015-2016,Drâa-Tafilalet,DRA,Zagora,Rural,Féminin,Collégial,Instituteur,Philosophie,28,4758,27,0,19
ENS207678,2022-2023,Drâa-Tafilalet,DRA,Ouarzazate,Urbain,Féminin,Primaire,Professeur certifié,Français,5,6546,31,1,0
ENS207679,2016-2017,Oriental,ORI,Oujda-Angad,Rural,Féminin,Primaire,Professeur certifié,SVT,24,6212,31,1,1
ENS207680,2017-2018,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Professeur agrégé,Physique-Chimie,2,9287,19,0,0
ENS207681,2020-2021,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,Qualifiant,Professeur certifié,Arabe,13,7828,28,0,9
ENS207682,2020-2021,Marrakech-Safi,MAR,Safi,Rural,Masculin,Collégial,Instituteur,Éducation islamique,6,5528,26,1,13
ENS207683,2020-2021,Drâa-Tafilalet,DRA,Midelt,Urbain,Masculin,Primaire,Maître d'enseignement,Éducation islamique,3,5332,23,0,8
ENS207684,2021-2022,Oriental,ORI,Driouch,Urbain,Féminin,Collégial,Instituteur,Philosophie,22,3989,28,1,2
ENS207685,2021-2022,Casablanca-Settat,CAS,Sidi Bennour,Rural,Masculin,Primaire,Instituteur,Arabe,20,4364,29,1,23
ENS207686,2016-2017,Souss-Massa,SOU,Tata,Urbain,Féminin,Collégial,Professeur certifié,SVT,3,7574,18,0,13
ENS207687,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Féminin,Qualifiant,Instituteur,Anglais,32,3362,19,0,1
ENS207688,2021-2022,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Féminin,Primaire,Instituteur,Anglais,15,5248,26,1,0
ENS207689,2018-2019,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Rural,Féminin,Qualifiant,Professeur certifié,SVT,31,6484,21,0,23
ENS207690,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Masculin,Qualifiant,Instituteur,Physique-Chimie,16,4183,18,0,0
ENS207691,2015-2016,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Féminin,Collégial,Maître d'enseignement,Arabe,25,6005,27,1,16
ENS207692,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Féminin,Primaire,Professeur agrégé,Sciences,27,8635,25,1,8
ENS207693,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Féminin,Primaire,Instituteur,Physique-Chimie,2,4430,23,0,6
ENS207694,2021-2022,Fès-Meknès,FES,Boulemane,Rural,Masculin,Primaire,Vacataire,Anglais,16,3219,21,0,0
ENS207695,2015-2016,Fès-Meknès,FES,El Hajeb,Rural,Féminin,Qualifiant,Contractuel,Mathématiques,17,4923,19,1,17
ENS207696,2018-2019,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Professeur certifié,Éducation physique,5,7565,28,1,11
ENS207697,2015-2016,Marrakech-Safi,MAR,Youssoufia,Rural,Masculin,Primaire,Professeur certifié,SVT,10,7062,24,0,0
ENS207698,2016-2017,Rabat-Salé-Kénitra,RAB,Khémisset,Rural,Masculin,Préscolaire,Professeur certifié,Philosophie,18,7097,23,0,1
ENS207699,2015-2016,Casablanca-Settat,CAS,Mohammadia,Urbain,Masculin,Primaire,Professeur certifié,Français,12,6006,20,0,0
ENS207700,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Rural,Masculin,Primaire,Contractuel,Sciences,32,4277,22,0,7
ENS207701,2019-2020,Drâa-Tafilalet,DRA,Ouarzazate,Rural,Masculin,Collégial,Vacataire,Philosophie,8,2645,20,0,4
ENS207702,2016-2017,Casablanca-Settat,CAS,Benslimane,Urbain,Masculin,Primaire,Instituteur,Physique-Chimie,24,4618,24,0,0
ENS207703,2019-2020,Fès-Meknès,FES,Taza,Urbain,Féminin,Qualifiant,Contractuel,Anglais,4,4089,27,1,22
ENS207704,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Collégial,Maître d'enseignement,Éducation islamique,3,5486,20,0,7
ENS207705,2023-2024,Guelmim-Oued Noun,GUE,Tan-Tan,Urbain,Masculin,Qualifiant,Professeur certifié,Sciences,27,6298,26,0,22
ENS207706,2015-2016,Casablanca-Settat,CAS,Mohammadia,Rural,Féminin,Collégial,Contractuel,Sciences,6,4257,30,0,0
ENS207707,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Larache,Urbain,Masculin,Primaire,Professeur certifié,Français,10,6150,20,0,17
ENS207708,2023-2024,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Féminin,Collégial,Contractuel,Français,21,4502,28,1,1
ENS207709,2023-2024,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Féminin,Primaire,Professeur agrégé,Éducation islamique,25,8460,30,1,0
ENS207710,2023-2024,Casablanca-Settat,CAS,El Jadida,Urbain,Masculin,Primaire,Professeur agrégé,Éducation physique,15,8634,22,0,5
ENS207711,2023-2024,Souss-Massa,SOU,Chtouka-Ait Baha,Urbain,Féminin,Collégial,Maître d'enseignement,Mathématiques,32,5998,24,1,19
ENS207712,2021-2022,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Féminin,Collégial,Professeur certifié,Éducation islamique,27,5768,31,0,16
ENS207713,2015-2016,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Primaire,Professeur certifié,SVT,22,8050,20,1,0
ENS207714,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Tanger-Assilah,Urbain,Masculin,Collégial,Instituteur,Mathématiques,4,5803,20,0,19
ENS207715,2016-2017,Marrakech-Safi,MAR,Al Haouz,Rural,Féminin,Primaire,Instituteur,SVT,22,5170,20,0,0
ENS207716,2021-2022,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Qualifiant,Professeur certifié,Histoire-Géo,3,6097,30,1,23
ENS207717,2015-2016,Souss-Massa,SOU,Taroudannt,Urbain,Masculin,Primaire,Instituteur,Arabe,33,5144,25,1,7
ENS207718,2015-2016,Casablanca-Settat,CAS,Berrechid,Rural,Féminin,Primaire,Professeur certifié,Physique-Chimie,18,7170,22,0,0
ENS207719,2019-2020,Béni Mellal-Khénifra,BMK,Béni Mellal,Rural,Masculin,Collégial,Contractuel,Histoire-Géo,5,3928,27,0,8
ENS207720,2019-2020,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Primaire,Maître d'enseignement,Français,12,4686,29,1,23
ENS207721,2023-2024,Béni Mellal-Khénifra,BMK,Azilal,Rural,Féminin,Collégial,Professeur certifié,Anglais,6,6213,30,0,16
ENS207722,2022-2023,Marrakech-Safi,MAR,Youssoufia,Rural,Féminin,Collégial,Vacataire,SVT,7,3883,19,0,24
ENS207723,2021-2022,Casablanca-Settat,CAS,Khouribga,Rural,Masculin,Primaire,Instituteur,Éducation physique,33,3975,22,0,0
ENS207724,2017-2018,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Collégial,Contractuel,Mathématiques,16,4839,19,1,0
ENS207725,2018-2019,Oriental,ORI,Taourirt,Urbain,Masculin,Primaire,Instituteur,Physique-Chimie,26,4510,21,0,15
ENS207726,2023-2024,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Urbain,Féminin,Primaire,Maître d'enseignement,Français,29,5478,23,0,1
ENS207727,2020-2021,Marrakech-Safi,MAR,Youssoufia,Urbain,Masculin,Préscolaire,Contractuel,Mathématiques,12,4039,18,1,3
ENS207728,2019-2020,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,Qualifiant,Instituteur,Mathématiques,8,5205,28,1,15
ENS207729,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Al Hoceïma,Rural,Masculin,Collégial,Professeur agrégé,Français,17,9442,27,0,17
ENS207730,2017-2018,Fès-Meknès,FES,Séfrou,Rural,Masculin,Collégial,Maître d'enseignement,Français,17,6382,26,0,7
ENS207731,2023-2024,Marrakech-Safi,MAR,Chichaoua,Rural,Masculin,Collégial,Professeur certifié,Arabe,11,7076,29,1,0
ENS207732,2018-2019,Rabat-Salé-Kénitra,RAB,Khémisset,Urbain,Masculin,Primaire,Instituteur,Philosophie,22,3977,19,1,0
ENS207733,2017-2018,Souss-Massa,SOU,Chtouka-Ait Baha,Rural,Masculin,Primaire,Professeur certifié,Éducation islamique,28,6446,24,0,3
ENS207734,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Féminin,Primaire,Instituteur,Anglais,29,4683,20,1,0
ENS207735,2020-2021,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,Primaire,Instituteur,Arabe,9,5093,23,0,12
ENS207736,2022-2023,Casablanca-Settat,CAS,Khouribga,Urbain,Féminin,Qualifiant,Contractuel,Éducation physique,8,3417,31,1,7
ENS207737,2022-2023,Fès-Meknès,FES,Boulemane,Urbain,Masculin,Collégial,Professeur certifié,Arabe,32,6868,28,1,0
ENS207738,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Rural,Masculin,Collégial,Maître d'enseignement,Éducation islamique,22,5325,20,1,8
ENS207739,2021-2022,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Masculin,Qualifiant,Instituteur,Sciences,13,3289,26,0,6
ENS207740,2017-2018,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Collégial,Instituteur,SVT,1,4527,18,1,24
ENS207741,2022-2023,Marrakech-Safi,MAR,Al Haouz,Urbain,Masculin,Primaire,Contractuel,Sciences,8,4677,30,1,17
ENS207742,2020-2021,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Collégial,Maître d'enseignement,Mathématiques,22,5828,24,0,23
ENS207743,2020-2021,Oriental,ORI,Nador,Rural,Féminin,Collégial,Professeur certifié,Philosophie,29,5838,23,0,6
ENS207744,2015-2016,Drâa-Tafilalet,DRA,Tinghir,Urbain,Féminin,Collégial,Contractuel,Histoire-Géo,19,3256,22,1,6
ENS207745,2021-2022,Casablanca-Settat,CAS,Khouribga,Urbain,Masculin,Primaire,Professeur certifié,Mathématiques,7,7536,31,0,4
ENS207746,2019-2020,Casablanca-Settat,CAS,Settat,Urbain,Masculin,Préscolaire,Maître d'enseignement,Philosophie,4,6111,21,1,5
ENS207747,2018-2019,Fès-Meknès,FES,Ifrane,Urbain,Féminin,Collégial,Instituteur,Physique-Chimie,2,5087,25,0,0
ENS207748,2023-2024,Marrakech-Safi,MAR,El Kelaa des Sraghna,Urbain,Féminin,Qualifiant,Instituteur,Philosophie,17,5107,29,1,0
ENS207749,2017-2018,Rabat-Salé-Kénitra,RAB,Salé,Rural,Masculin,Préscolaire,Professeur certifié,Histoire-Géo,28,5443,31,0,19
ENS207750,2023-2024,Oriental,ORI,Guercif,Rural,Féminin,Primaire,Maître d'enseignement,Mathématiques,13,4460,29,1,16
ENS207751,2022-2023,Béni Mellal-Khénifra,BMK,Azilal,Urbain,Masculin,Collégial,Contractuel,Arabe,17,3030,23,0,8
ENS207752,2016-2017,Casablanca-Settat,CAS,El Jadida,Urbain,Féminin,Collégial,Vacataire,Éducation physique,2,2610,24,1,19
ENS207753,2019-2020,Casablanca-Settat,CAS,Berrechid,Urbain,Féminin,Primaire,Maître d'enseignement,Éducation physique,11,4679,25,0,0
ENS207754,2021-2022,Marrakech-Safi,MAR,Marrakech,Urbain,Masculin,Primaire,Professeur certifié,Mathématiques,15,7428,30,1,0
ENS207755,2020-2021,Drâa-Tafilalet,DRA,Zagora,Urbain,Féminin,Préscolaire,Instituteur,Éducation islamique,2,7039,25,0,0
ENS207756,2018-2019,Rabat-Salé-Kénitra,RAB,Skhirate-Témara,Rural,Masculin,Qualifiant,Professeur certifié,Philosophie,1,6455,19,0,10
ENS207757,2015-2016,Souss-Massa,SOU,Agadir-Ida-Ou-Tanane,Rural,Masculin,Primaire,Maître d'enseignement,SVT,23,4971,28,0,0
ENS207758,2022-2023,Oriental,ORI,Nador,Rural,Féminin,Collégial,Maître d'enseignement,Philosophie,5,6152,30,0,7
ENS207759,2021-2022,Tanger-Tétouan-Al Hoceïma,TAN,Ouazzane,Urbain,Masculin,Collégial,Professeur certifié,Anglais,3,7227,18,1,21
ENS207760,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Vacataire,Anglais,22,1396,18,1,0
ENS207761,2022-2023,Béni Mellal-Khénifra,BMK,Khouribga,Urbain,Féminin,Qualifiant,Professeur agrégé,Physique-Chimie,13,9692,23,1,21
ENS207762,2017-2018,Fès-Meknès,FES,Taounate,Rural,Masculin,Collégial,Professeur agrégé,Philosophie,8,8331,22,0,20
ENS207763,2016-2017,Rabat-Salé-Kénitra,RAB,Salé,Urbain,Féminin,Collégial,Instituteur,Éducation islamique,34,4529,27,0,20
ENS207764,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Chefchaouen,Urbain,Masculin,Collégial,Professeur certifié,Éducation physique,12,6146,19,0,3
ENS207765,2021-2022,Casablanca-Settat,CAS,Berrechid,Urbain,Masculin,Primaire,Instituteur,SVT,7,4494,30,0,1
ENS207766,2015-2016,Fès-Meknès,FES,Boulemane,Rural,Féminin,Collégial,Instituteur,Arabe,32,5060,24,0,18
ENS207767,2023-2024,Rabat-Salé-Kénitra,RAB,Sidi Slimane,Urbain,Masculin,Collégial,Professeur agrégé,Histoire-Géo,12,8844,24,0,0
ENS207768,2022-2023,Béni Mellal-Khénifra,BMK,Fquih Ben Salah,Rural,Féminin,Préscolaire,Professeur certifié,Mathématiques,31,6775,26,1,4
ENS207769,2022-2023,Tanger-Tétouan-Al Hoceïma,TAN,Mdiq-Fnideq,Urbain,Masculin,Primaire,Professeur certifié,Sciences,23,5790,30,1,14
ENS207770,2021-2022,Béni Mellal-Khénifra,BMK,El Kelaa des Sraghna,Urbain,Masculin,Primaire,Professeur certifié,Anglais,21,6443,20,0,0
ENS207771,2015-2016,Rabat-Salé-Kénitra,RAB,Kénitra,Rural,Masculin,Collégial,Contractuel,Philosophie,26,5037,22,0,21
ENS207772,2023-2024,Casablanca-Settat,CAS,Benslimane,Rural,Masculin,Primaire,Instituteur,Éducation physique,31,4396,22,0,0
